"","Method","Sequence","MSE"
"267","Cubic-ALC",27,5.23545682837406
"268","Cubic-ALC",28,5.20688110880098
"269","Cubic-ALC",29,5.18143349464509
"270","Cubic-ALC",30,5.161800442478
"271","Cubic-ALC",31,5.13226387272216
"272","Cubic-ALC",32,5.12587762743335
"273","Cubic-ALC",33,5.12882587138889
"274","Cubic-ALC",34,5.11553536730208
"275","Cubic-ALC",35,5.09502487535501
"276","Cubic-ALC",36,5.08966084650623
"277","Cubic-ALC",37,5.08075141665283
"278","Cubic-ALC",38,5.04480255523058
"279","Cubic-ALC",39,5.03541178564888
"280","Cubic-ALC",40,5.03191444380801
"281","Tree-ALM",1,28.2347716286727
"282","Tree-ALM",2,15.5681569360752
"283","Tree-ALM",3,10.8561844538504
"284","Tree-ALM",4,8.30999200680597
"285","Tree-ALM",5,7.09362313629616
"286","Tree-ALM",6,6.40610163267656
"287","Tree-ALM",7,5.77829068717703
"288","Tree-ALM",8,5.37901774948958
"289","Tree-ALM",9,5.11904384382875
"290","Tree-ALM",10,4.85424713784269
"291","Tree-ALM",11,4.69177309348184
"292","Tree-ALM",12,4.54239213922976
"293","Tree-ALM",13,4.43781551054008
"294","Tree-ALM",14,4.37029768668645
"295","Tree-ALM",15,4.3036500784304
"296","Tree-ALM",16,4.25605877750937
"297","Tree-ALM",17,4.22243468045767
"298","Tree-ALM",18,4.1897698303091
"299","Tree-ALM",19,4.15610754653275
"300","Tree-ALM",20,4.14645111026708
"301","Tree-ALM",21,4.13303509867655
"302","Tree-ALM",22,4.07728345109416
"303","Tree-ALM",23,4.06027180415635
"304","Tree-ALM",24,4.03902795611053
"305","Tree-ALM",25,4.02200942254805
"306","Tree-ALM",26,3.99129889777892
"307","Tree-ALM",27,3.92655070877487
"308","Tree-ALM",28,3.89240525979341
"309","Tree-ALM",29,3.84197890501704
"310","Tree-ALM",30,3.72263715393142
"311","Tree-ALM",31,3.69637975668818
"312","Tree-ALM",32,3.55303512643096
"313","Tree-ALM",33,3.48269770909188
"314","Tree-ALM",34,3.41558376029391
"315","Tree-ALM",35,3.38723077664896
"316","Tree-ALM",36,3.34193703301087
"317","Tree-ALM",37,3.31471600111541
"318","Tree-ALM",38,3.26978097278619
"319","Tree-ALM",39,3.26053450203382
"320","Tree-ALM",40,3.22893435394446
"321","Tree-ALC",1,28.4999199073932
"322","Tree-ALC",2,14.2942612155095
"323","Tree-ALC",3,9.28998574050378
"324","Tree-ALC",4,7.14522437429956
"325","Tree-ALC",5,6.18568799630743
"326","Tree-ALC",6,5.45660917070726
"327","Tree-ALC",7,4.99818951297349
"328","Tree-ALC",8,4.76453970749541
"329","Tree-ALC",9,4.67714687952589
"330","Tree-ALC",10,4.582395496988
"331","Tree-ALC",11,4.36845524169403
"332","Tree-ALC",12,4.29933182044787
"333","Tree-ALC",13,4.18379158995941
"334","Tree-ALC",14,4.15214605432801
"335","Tree-ALC",15,4.08999995315806
"336","Tree-ALC",16,4.09266558055101
"337","Tree-ALC",17,4.08928544927636
"338","Tree-ALC",18,4.08154087837555
"339","Tree-ALC",19,4.03963308707888
"340","Tree-ALC",20,4.01389925169753
"341","Tree-ALC",21,4.01567658430521
"342","Tree-ALC",22,4.05207419932526
"343","Tree-ALC",23,4.0138240658039
"344","Tree-ALC",24,3.99501845918528
"345","Tree-ALC",25,3.97316563319164
"346","Tree-ALC",26,3.95544613557063
"347","Tree-ALC",27,3.93239642948655
"348","Tree-ALC",28,3.93010195301007
"349","Tree-ALC",29,3.89492580268583
"350","Tree-ALC",30,3.87387191223714
"351","Tree-ALC",31,3.82955256886499
"352","Tree-ALC",32,3.57030658584121
"353","Tree-ALC",33,3.43449132511655
"354","Tree-ALC",34,3.21066884467408
"355","Tree-ALC",35,3.15089209697412
"356","Tree-ALC",36,2.90084980752601
"357","Tree-ALC",37,2.82211702846707
"358","Tree-ALC",38,2.68051183325135
"359","Tree-ALC",39,2.49132820767164
"360","Tree-ALC",40,2.505235164999
"361","GP-ALM",1,28.0836573858932
"362","GP-ALM",2,23.6509618885258
"363","GP-ALM",3,19.2890743644061
"364","GP-ALM",4,15.6991652521748
"365","GP-ALM",5,12.4395148830116
"366","GP-ALM",6,9.52675002164311
"367","GP-ALM",7,7.21068933243179
"368","GP-ALM",8,6.14897942106087
"369","GP-ALM",9,5.06526720390948
"370","GP-ALM",10,4.4363584044913
"371","GP-ALM",11,3.93354854391608
"372","GP-ALM",12,3.49723285071942
"373","GP-ALM",13,3.10532877627516
"374","GP-ALM",14,2.83541413546208
"375","GP-ALM",15,2.52976229831026
"376","GP-ALM",16,2.32580996575981
"377","GP-ALM",17,2.1059720157272
"378","GP-ALM",18,1.95035319096737
"379","GP-ALM",19,1.76610931358928
"380","GP-ALM",20,1.64000395542195
"381","GP-ALM",21,1.53202676176046
"382","GP-ALM",22,1.44390505708229
"383","GP-ALM",23,1.36108794262293
"384","GP-ALM",24,1.28682516764383
"385","GP-ALM",25,1.20813599095635
"386","GP-ALM",26,1.15414357169346
"387","GP-ALM",27,1.10384536223184
"388","GP-ALM",28,1.03768988457101
"389","GP-ALM",29,0.995466700847759
"390","GP-ALM",30,0.953913026401354
"391","GP-ALM",31,0.933922679285958
"392","GP-ALM",32,0.874977052927496
"393","GP-ALM",33,0.849389909329327
