"","Method","Sequence","MSE"
"201","Cubic-UCB",1,7.26166516347531
"202","Cubic-UCB",2,6.58741384906168
"203","Cubic-UCB",3,5.57622976388034
"204","Cubic-UCB",4,5.30333991043855
"205","Cubic-UCB",5,5.32150161676378
"206","Cubic-UCB",6,4.83407452644164
"207","Cubic-UCB",7,4.85279636078391
"208","Cubic-UCB",8,4.68685437356268
"209","Cubic-UCB",9,4.67044165868321
"210","Cubic-UCB",10,4.63587937093463
"211","Cubic-UCB",11,4.48200051534462
"212","Cubic-UCB",12,4.43530561480173
"213","Cubic-UCB",13,4.40990643840616
"214","Cubic-UCB",14,4.32118342322337
"215","Cubic-UCB",15,4.12667346623868
"216","Cubic-UCB",16,4.08852444827608
"217","Cubic-UCB",17,4.11130877834582
"218","Cubic-UCB",18,4.10924106498958
"219","Cubic-UCB",19,4.08359914997043
"220","Cubic-UCB",20,4.05462711289625
"221","Cubic-UCB",21,3.93577254371874
"222","Cubic-UCB",22,3.94622962844848
"223","Cubic-UCB",23,4.01241588430861
"224","Cubic-UCB",24,3.80581578849286
"225","Cubic-UCB",25,3.86457503877181
"226","Cubic-UCB",26,3.85908776602657
"227","Cubic-UCB",27,3.86099239307893
"228","Cubic-UCB",28,3.86311875895235
"229","Cubic-UCB",29,3.73380420020208
"230","Cubic-UCB",30,3.72186977494896
"231","Cubic-UCB",31,3.69889913050227
"232","Cubic-UCB",32,3.70673946586616
"233","Cubic-UCB",33,3.65486696677362
"234","Cubic-UCB",34,3.61886622070146
"235","Cubic-UCB",35,3.63100114391869
"236","Cubic-UCB",36,3.7433466151043
"237","Cubic-UCB",37,3.59838821744801
"238","Cubic-UCB",38,3.55921650964023
"239","Cubic-UCB",39,3.50621679981442
"240","Cubic-UCB",40,3.58171526511278
"241","Cubic-Thompson",1,6.43298043714332
"242","Cubic-Thompson",2,5.40678871584302
"243","Cubic-Thompson",3,5.25004698454144
"244","Cubic-Thompson",4,5.08159573406706
"245","Cubic-Thompson",5,4.80412240998
"246","Cubic-Thompson",6,4.15346343541384
"247","Cubic-Thompson",7,3.97825476585698
"248","Cubic-Thompson",8,4.32759726256015
"249","Cubic-Thompson",9,4.29209453748168
"250","Cubic-Thompson",10,3.91465241676414
"251","Cubic-Thompson",11,3.94626225354343
"252","Cubic-Thompson",12,3.76753383797285
"253","Cubic-Thompson",13,3.88389486587866
"254","Cubic-Thompson",14,3.59342107646002
"255","Cubic-Thompson",15,3.76276548816939
"256","Cubic-Thompson",16,3.56455062899926
"257","Cubic-Thompson",17,3.41899215403846
"258","Cubic-Thompson",18,3.44082805813655
"259","Cubic-Thompson",19,3.38893063917655
"260","Cubic-Thompson",20,3.39668353161773
"261","Cubic-Thompson",21,3.42383883765711
"262","Cubic-Thompson",22,3.20944040193183
"263","Cubic-Thompson",23,3.41580297072761
"264","Cubic-Thompson",24,3.32267522157406
"265","Cubic-Thompson",25,3.17923450452489
"266","Cubic-Thompson",26,3.39846913903375
"267","Cubic-Thompson",27,3.20847841090381
"268","Cubic-Thompson",28,3.26022381655808
"269","Cubic-Thompson",29,3.28556916891002
"270","Cubic-Thompson",30,3.27905275004979
"271","Cubic-Thompson",31,3.13484211977323
"272","Cubic-Thompson",32,3.24759528550549
"273","Cubic-Thompson",33,3.1661779125375
"274","Cubic-Thompson",34,3.1762058492581
"275","Cubic-Thompson",35,3.16604917960738
"276","Cubic-Thompson",36,3.14505547586056
"277","Cubic-Thompson",37,3.04680417677431
"278","Cubic-Thompson",38,3.02942104876688
"279","Cubic-Thompson",39,3.09730365353803
"280","Cubic-Thompson",40,3.14413097867264
"281","Tree-UCB",1,5.25423476396725
"282","Tree-UCB",2,5.0841192737249
"283","Tree-UCB",3,5.32957044723478
"284","Tree-UCB",4,5.19063704385975
"285","Tree-UCB",5,5.19718711914158
"286","Tree-UCB",6,5.26296661861841
"287","Tree-UCB",7,4.94003907084231
"288","Tree-UCB",8,4.9956294738787
"289","Tree-UCB",9,5.12217735822436
"290","Tree-UCB",10,5.38049651351962
"291","Tree-UCB",11,5.23081104616124
"292","Tree-UCB",12,5.1477912764598
"293","Tree-UCB",13,5.3510654162737
"294","Tree-UCB",14,4.98484503817185
"295","Tree-UCB",15,5.32803600392552
"296","Tree-UCB",16,5.23715580433329
"297","Tree-UCB",17,4.90839761962944
"298","Tree-UCB",18,5.22094587473998
"299","Tree-UCB",19,5.41819849275511
"300","Tree-UCB",20,4.90904238592593
"301","Tree-UCB",21,4.61760753485798
"302","Tree-UCB",22,4.41350567501599
"303","Tree-UCB",23,4.19806055800204
"304","Tree-UCB",24,3.91696220448995
"305","Tree-UCB",25,4.37537440719283
"306","Tree-UCB",26,4.09284714707474
"307","Tree-UCB",27,3.88700829719252
"308","Tree-UCB",28,3.69949151600207
"309","Tree-UCB",29,4.03368678992187
"310","Tree-UCB",30,3.78421848223548
"311","Tree-UCB",31,4.04241091255525
"312","Tree-UCB",32,4.18144905847791
"313","Tree-UCB",33,4.01100446533096
"314","Tree-UCB",34,4.36459099744534
"315","Tree-UCB",35,4.0745104214879
"316","Tree-UCB",36,4.05988601290668
"317","Tree-UCB",37,4.09027978084072
"318","Tree-UCB",38,3.92194762326246
"319","Tree-UCB",39,3.86726369230892
"320","Tree-UCB",40,4.12700992558231
"321","Tree-Thompson",1,4.86772743355852
"322","Tree-Thompson",2,5.25304839046097
"323","Tree-Thompson",3,5.39562995834061
"324","Tree-Thompson",4,5.11879602704258
"325","Tree-Thompson",5,5.03687186756708
"326","Tree-Thompson",6,4.88037630408883
"327","Tree-Thompson",7,5.62255374137731
"328","Tree-Thompson",8,5.17508971737688
"329","Tree-Thompson",9,4.95943376982508
"330","Tree-Thompson",10,5.2465778621328
"331","Tree-Thompson",11,4.71902938301191
"332","Tree-Thompson",12,5.10627187716528
"333","Tree-Thompson",13,4.62107986151794
"334","Tree-Thompson",14,5.39593930925746
"335","Tree-Thompson",15,4.85869424478197
"336","Tree-Thompson",16,4.61442945182317
"337","Tree-Thompson",17,5.504600372188
"338","Tree-Thompson",18,5.15124048466759
"339","Tree-Thompson",19,4.74610229744856
"340","Tree-Thompson",20,5.14926814581095
"341","Tree-Thompson",21,4.78256657792048
"342","Tree-Thompson",22,4.55347034272436
"343","Tree-Thompson",23,4.23616605055767
"344","Tree-Thompson",24,4.92237992716605
"345","Tree-Thompson",25,4.13527584551781
"346","Tree-Thompson",26,4.09268560363894
"347","Tree-Thompson",27,3.90616675141341
"348","Tree-Thompson",28,3.51315729032628
"349","Tree-Thompson",29,3.65201537176933
"350","Tree-Thompson",30,3.38242825979467
"351","Tree-Thompson",31,3.16834869488346
"352","Tree-Thompson",32,3.7427872888998
"353","Tree-Thompson",33,3.4093236881088
"354","Tree-Thompson",34,3.32186366799012
"355","Tree-Thompson",35,3.17164496665473
"356","Tree-Thompson",36,3.3674363196886
"357","Tree-Thompson",37,3.46987783984849
"358","Tree-Thompson",38,3.0900695873247
"359","Tree-Thompson",39,2.70802513425581
"360","Tree-Thompson",40,2.62776988977513
"361","GP-UCB",1,4.96276307283937
"362","GP-UCB",2,4.17055924174299
"363","GP-UCB",3,3.74751458168718
"364","GP-UCB",4,3.4457535857092
"365","GP-UCB",5,3.25208545765201
"366","GP-UCB",6,3.06847628185363
"367","GP-UCB",7,2.88881526968599
"368","GP-UCB",8,2.73693064759517
"369","GP-UCB",9,2.71287552315283
"370","GP-UCB",10,2.63561570917254
"371","GP-UCB",11,2.59258194062789
"372","GP-UCB",12,2.60185532389259
"373","GP-UCB",13,2.54378333171532
"374","GP-UCB",14,2.5554515753151
"375","GP-UCB",15,2.4930063312895
"376","GP-UCB",16,2.46785446743742
"377","GP-UCB",17,2.46499188877917
"378","GP-UCB",18,2.48201581814782
"379","GP-UCB",19,2.47502567868323
"380","GP-UCB",20,2.47927399071254
"381","GP-UCB",21,2.47214593180469
"382","GP-UCB",22,2.45752204824329
"383","GP-UCB",23,2.42295269503419
"384","GP-UCB",24,2.43594663859158
"385","GP-UCB",25,2.44227103282222
"386","GP-UCB",26,2.40115459627427
"387","GP-UCB",27,2.39560834731515
"388","GP-UCB",28,2.40552794400974
"389","GP-UCB",29,2.39729113949865
"390","GP-UCB",30,2.35580729475819
"391","GP-UCB",31,2.38788103336315
"392","GP-UCB",32,2.39390877370669
"393","GP-UCB",33,2.3721430767975
"394","GP-UCB",34,2.37963693150633
"395","GP-UCB",35,2.39694148550399
"396","GP-UCB",36,2.42329976618042
"397","GP-UCB",37,2.41092733923655
"398","GP-UCB",38,2.39215881761265
"399","GP-UCB",39,2.39047511238245
"400","GP-UCB",40,2.43051421896729
"401","GP-Thompson",1,5.49317753027705
"402","GP-Thompson",2,4.75658310320192
"403","GP-Thompson",3,4.58758690435707
"404","GP-Thompson",4,4.2972943897664
"405","GP-Thompson",5,4.091675917752
"406","GP-Thompson",6,3.9813468060042
"407","GP-Thompson",7,3.81186501484569
"408","GP-Thompson",8,3.85135620964027
"409","GP-Thompson",9,3.76662447938051
"410","GP-Thompson",10,3.60472138661387
"411","GP-Thompson",11,3.55920312762522
"412","GP-Thompson",12,3.45611246012199
"413","GP-Thompson",13,3.51538427491029
"414","GP-Thompson",14,3.43369343780657
"415","GP-Thompson",15,3.387722652647
"416","GP-Thompson",16,3.3436613825742
"417","GP-Thompson",17,3.38362292853908
"418","GP-Thompson",18,3.33482862578317
"419","GP-Thompson",19,3.29816817738708
"420","GP-Thompson",20,3.3169499918035
"421","GP-Thompson",21,3.31133440511932
"422","GP-Thompson",22,3.26375842628944
"423","GP-Thompson",23,3.2097485751325
"424","GP-Thompson",24,3.24926840308248
"425","GP-Thompson",25,3.22931604826298
"426","GP-Thompson",26,3.2222830592019
"427","GP-Thompson",27,3.22890449468474
"428","GP-Thompson",28,3.18523784807959
"429","GP-Thompson",29,3.19285716756672
"430","GP-Thompson",30,3.12651152344967
"431","GP-Thompson",31,3.12896914642825
"432","GP-Thompson",32,3.1762123555641
"433","GP-Thompson",33,3.14330060818625
"434","GP-Thompson",34,3.1293227418184
"435","GP-Thompson",35,3.10474053129376
"436","GP-Thompson",36,3.10656683887084
"437","GP-Thompson",37,3.13661301237085
"438","GP-Thompson",38,3.10962948153707
"439","GP-Thompson",39,3.08343207109182
"440","GP-Thompson",40,3.07826887520311
