"","Method","Sequence","MSE"
"278","Cubic-ALC",38,4.53027590656352
"279","Cubic-ALC",39,4.52948858820629
"280","Cubic-ALC",40,4.51603963208151
"281","Tree-ALM",1,24.2151831172719
"282","Tree-ALM",2,13.4322162970141
"283","Tree-ALM",3,9.65325015995694
"284","Tree-ALM",4,7.7652386580933
"285","Tree-ALM",5,6.80596070242797
"286","Tree-ALM",6,6.22499273879969
"287","Tree-ALM",7,5.90103901962386
"288","Tree-ALM",8,5.59075081553069
"289","Tree-ALM",9,5.32752807117255
"290","Tree-ALM",10,5.15259559350767
"291","Tree-ALM",11,5.03107507875459
"292","Tree-ALM",12,4.95843583399005
"293","Tree-ALM",13,4.86716526701273
"294","Tree-ALM",14,4.76513927536024
"295","Tree-ALM",15,4.71425828993298
"296","Tree-ALM",16,4.64850221710905
"297","Tree-ALM",17,4.60915538020451
"298","Tree-ALM",18,4.58754524591185
"299","Tree-ALM",19,4.56957931005972
"300","Tree-ALM",20,4.55474270381103
"301","Tree-ALM",21,3.00967970142864
"302","Tree-ALM",22,2.55583279959094
"303","Tree-ALM",23,2.41051788265524
"304","Tree-ALM",24,2.27145623510608
"305","Tree-ALM",25,2.14245746717172
"306","Tree-ALM",26,2.10870110485562
"307","Tree-ALM",27,2.0273677731435
"308","Tree-ALM",28,1.96409247968588
"309","Tree-ALM",29,1.912539368015
"310","Tree-ALM",30,1.91170404468089
"311","Tree-ALM",31,1.85722809428857
"312","Tree-ALM",32,1.78237286692128
"313","Tree-ALM",33,1.76988762061141
"314","Tree-ALM",34,1.74631284430068
"315","Tree-ALM",35,1.73068590803671
"316","Tree-ALM",36,1.71076688869063
"317","Tree-ALM",37,1.67816009762284
"318","Tree-ALM",38,1.6619557399597
"319","Tree-ALM",39,1.64106248613955
"320","Tree-ALM",40,1.6102729503033
"321","Tree-ALC",1,24.7255538775737
"322","Tree-ALC",2,13.6450713899025
"323","Tree-ALC",3,9.64061104391861
"324","Tree-ALC",4,8.03818239663631
"325","Tree-ALC",5,6.74114627105239
"326","Tree-ALC",6,6.03767607674537
"327","Tree-ALC",7,5.59055832699691
"328","Tree-ALC",8,5.33325063534324
"329","Tree-ALC",9,5.18105700261376
"330","Tree-ALC",10,5.05257474739943
"331","Tree-ALC",11,4.96226152665956
"332","Tree-ALC",12,4.86183276205728
"333","Tree-ALC",13,4.77075931636502
"334","Tree-ALC",14,4.78629055760148
"335","Tree-ALC",15,4.78032544816682
"336","Tree-ALC",16,4.71982299550346
"337","Tree-ALC",17,4.68101834038351
"338","Tree-ALC",18,4.59638079684425
"339","Tree-ALC",19,4.53870808095564
"340","Tree-ALC",20,4.50505809204795
"341","Tree-ALC",21,2.77307327303279
"342","Tree-ALC",22,2.27911700846386
"343","Tree-ALC",23,1.91299153950316
"344","Tree-ALC",24,1.74544474552703
"345","Tree-ALC",25,1.63676308627718
"346","Tree-ALC",26,1.54162823380216
"347","Tree-ALC",27,1.44327560492243
"348","Tree-ALC",28,1.43609313272031
"349","Tree-ALC",29,1.3823149174602
"350","Tree-ALC",30,1.35980041710084
"351","Tree-ALC",31,1.33619198446007
"352","Tree-ALC",32,1.35233250708992
"353","Tree-ALC",33,1.34307351886107
"354","Tree-ALC",34,1.28972492445396
"355","Tree-ALC",35,1.30234662695557
"356","Tree-ALC",36,1.33237209878954
"357","Tree-ALC",37,1.25657349103201
"358","Tree-ALC",38,1.30308376257406
"359","Tree-ALC",39,1.22218078969698
"360","Tree-ALC",40,1.2767804666031
"361","GP-ALM",1,24.5376478151775
"362","GP-ALM",2,20.1889365308157
"363","GP-ALM",3,16.2315317901125
"364","GP-ALM",4,13.0697040660533
"365","GP-ALM",5,9.68878779512343
"366","GP-ALM",6,7.21236603753884
"367","GP-ALM",7,5.75054840654237
"368","GP-ALM",8,4.52609084090385
"369","GP-ALM",9,3.68694339888128
"370","GP-ALM",10,3.25199330047296
"371","GP-ALM",11,2.87006099817763
"372","GP-ALM",12,2.48996558483834
"373","GP-ALM",13,2.2146012190725
"374","GP-ALM",14,1.9647383532385
"375","GP-ALM",15,1.78445917585506
"376","GP-ALM",16,1.67620008781737
"377","GP-ALM",17,1.51107647747643
"378","GP-ALM",18,1.4020949189729
"379","GP-ALM",19,1.27242010453633
"380","GP-ALM",20,1.19449589581673
"381","GP-ALM",21,1.10392275953485
"382","GP-ALM",22,1.04652420475389
"383","GP-ALM",23,0.974622667742273
"384","GP-ALM",24,0.916316783075739
"385","GP-ALM",25,0.868595490271444
"386","GP-ALM",26,0.804935873403752
"387","GP-ALM",27,0.746783251647452
"388","GP-ALM",28,0.714759085702695
"389","GP-ALM",29,0.679118556212216
"390","GP-ALM",30,0.645518356768174
"391","GP-ALM",31,0.606033461940072
"392","GP-ALM",32,0.568911586366208
"393","GP-ALM",33,0.538950098011725
"394","GP-ALM",34,0.51481564649471
"395","GP-ALM",35,0.489106844000151
"396","GP-ALM",36,0.468292579754649
"397","GP-ALM",37,0.449210442263728
"398","GP-ALM",38,0.425934131476826
"399","GP-ALM",39,0.41322873526675
"400","GP-ALM",40,0.394080821107184
"401","GP-ALC",1,161.093745991485
"402","GP-ALC",2,49.5325594703727
"403","GP-ALC",3,9.39667210343811
"404","GP-ALC",4,7.42927165527842
"405","GP-ALC",5,6.0593197904036
"406","GP-ALC",6,5.29059838088263
"407","GP-ALC",7,4.93511658773434
"408","GP-ALC",8,4.43706496141708
"409","GP-ALC",9,4.54532702979988
"410","GP-ALC",10,4.09461934039777
"411","GP-ALC",11,3.98129338562812
"412","GP-ALC",12,3.77421532959083
"413","GP-ALC",13,3.5048611425766
"414","GP-ALC",14,3.49451435092647
"415","GP-ALC",15,3.29373437751587
"416","GP-ALC",16,3.24745940877308
"417","GP-ALC",17,3.21402044609526
"418","GP-ALC",18,2.97046468449263
"419","GP-ALC",19,2.99681893960242
"420","GP-ALC",20,2.84918735324911
"421","GP-ALC",21,2.74661412331132
"422","GP-ALC",22,2.65573649667
"423","GP-ALC",23,2.65856653071585
"424","GP-ALC",24,2.48677417070139
"425","GP-ALC",25,2.45264591715765
"426","GP-ALC",26,2.42545100359891
"427","GP-ALC",27,2.40769751325139
"428","GP-ALC",28,2.39241020700124
"429","GP-ALC",29,2.28106899168726
"430","GP-ALC",30,2.23830297683659
"431","GP-ALC",31,2.17852222200083
"432","GP-ALC",32,2.14564832880225
"433","GP-ALC",33,2.10955646925196
"434","GP-ALC",34,2.0816050101875
"435","GP-ALC",35,2.0817902483709
"436","GP-ALC",36,2.05713418136237
"437","GP-ALC",37,2.04546090206735
"438","GP-ALC",38,2.02806250727328
"439","GP-ALC",39,1.98421340004332
"440","GP-ALC",40,2.05787375116095
