,alpha,mu,weight
122,0.02,0.0,0.24
123,0.02,0.0,0.25
124,0.02,0.0,0.26
125,0.02,0.0,0.27
126,0.02,0.0,0.28
127,0.02,0.0,0.29
128,0.02,0.0,0.3
129,0.02,0.0,0.31
130,0.02,0.0,0.32
131,0.02,0.0,0.33
132,0.02,0.0,0.34
133,0.02,0.0,0.35
134,0.02,0.0,0.36
135,0.02,0.0,0.37
136,0.02,0.0,0.38
137,0.02,0.0,0.39
138,0.02,0.0,0.4
139,0.02,0.0,0.41
140,0.02,0.0,0.42
141,0.02,0.0,0.43
142,0.02,0.0,0.44
143,0.02,0.0,0.45
144,0.02,0.0,0.46
145,0.02,0.0,0.47
146,0.02,0.0,0.48
147,0.02,0.0,0.49
148,0.02,0.0,0.5
149,0.02,0.0,0.51
150,0.02,0.0,0.52
151,0.02,0.0,0.53
152,0.02,0.0,0.54
153,0.02,0.0,0.55
154,0.02,0.0,0.56
155,0.02,0.0,0.57
156,0.02,0.0,0.58
157,0.02,0.0,0.59
158,0.02,0.0,0.6
159,0.02,0.0,0.61
160,0.02,0.0,0.62
161,0.02,0.0,0.63
162,0.02,0.0,0.64
163,0.02,0.0,0.65
164,0.02,0.0,0.66
165,0.02,0.0,0.67
166,0.02,0.0,0.68
167,0.02,0.0,0.69
168,0.02,0.0,0.7
169,0.02,0.0,0.71
170,0.02,0.0,0.72
171,0.02,0.0,0.73
172,0.02,0.0,0.74
173,0.02,0.0,0.75
174,0.02,0.0,0.76
175,0.02,0.0,0.77
176,0.02,0.0,0.78
177,0.02,0.0,0.79
178,0.02,0.0,0.8
179,0.02,0.0,0.81
180,0.02,0.0,0.82
181,0.02,0.0,0.83
182,0.02,0.0,0.84
183,0.02,0.0,0.85
184,0.02,0.0,0.86
185,0.02,0.0,0.87
186,0.02,0.0,0.88
187,0.02,0.0,0.89
188,0.02,0.0,0.9
189,0.02,0.0,0.91
190,0.02,0.0,0.92
191,0.02,0.0,0.93
192,0.02,0.0,0.94
193,0.02,0.0,0.95
194,0.02,0.0,0.96
195,0.02,0.0,0.97
196,0.02,0.0,0.98
197,0.02,0.0,0.99
198,0.03,0.0,0.01
199,0.03,0.0,0.02
200,0.03,0.0,0.03
201,0.03,0.0,0.04
202,0.03,0.0,0.05
203,0.03,0.0,0.06
204,0.03,0.0,0.07
205,0.03,0.0,0.08
206,0.03,0.0,0.09
207,0.03,0.0,0.1
208,0.03,0.0,0.11
209,0.03,0.0,0.12
210,0.03,0.0,0.13
211,0.03,0.0,0.14
212,0.03,0.0,0.15
213,0.03,0.965840442943,0.16
214,0.03,0.0,0.17
215,0.03,0.0,0.18
216,0.03,0.0,0.19
217,0.03,0.0,0.2
218,0.03,0.0,0.21
219,0.03,0.0,0.22
220,0.03,0.0,0.23
221,0.03,0.0,0.24
222,0.03,0.0,0.25
223,0.03,0.0,0.26
224,0.03,0.0,0.27
225,0.03,0.0,0.28
226,0.03,0.0,0.29
227,0.03,0.0,0.3
228,0.03,0.0,0.31
229,0.03,0.0,0.32
230,0.03,0.0,0.33
231,0.03,0.0,0.34
232,0.03,0.0,0.35
233,0.03,0.0,0.36
234,0.03,0.0,0.37
235,0.03,0.0,0.38
236,0.03,0.0,0.39
237,0.03,0.0,0.4
238,0.03,0.0,0.41
239,0.03,0.0,0.42
240,0.03,0.0,0.43
241,0.03,0.0,0.44
242,0.03,0.0,0.45
243,0.03,0.0,0.46
244,0.03,0.0,0.47
245,0.03,0.0,0.48
246,0.03,0.0,0.49
247,0.03,0.0,0.5
248,0.03,0.0,0.51
249,0.03,0.0,0.52
250,0.03,0.0,0.53
251,0.03,0.0,0.54
252,0.03,0.0,0.55
253,0.03,0.0,0.56
254,0.03,0.0,0.57
255,0.03,0.0,0.58
256,0.03,0.0,0.59
257,0.03,0.0,0.6
258,0.03,0.0,0.61
259,0.03,0.0,0.62
260,0.03,0.0,0.63
261,0.03,0.0,0.64
262,0.03,0.0,0.65
263,0.03,0.0,0.66
264,0.03,0.0,0.67
265,0.03,0.0,0.68
266,0.03,0.0,0.69
267,0.03,0.0,0.7
268,0.03,0.0,0.71
269,0.03,0.0,0.72
270,0.03,0.0,0.73
271,0.03,0.0,0.74
272,0.03,0.0,0.75
273,0.03,0.0,0.76
274,0.03,0.0,0.77
275,0.03,0.0,0.78
276,0.03,0.0,0.79
277,0.03,0.0,0.8
278,0.03,0.0,0.81
279,0.03,0.0,0.82
280,0.03,0.0,0.83
281,0.03,0.0,0.84
282,0.03,0.0,0.85
283,0.03,0.0,0.86
284,0.03,0.0,0.87
285,0.03,0.0,0.88
286,0.03,0.0,0.89
287,0.03,0.0,0.9
288,0.03,0.0,0.91
289,0.03,0.0,0.92
290,0.03,0.0,0.93
291,0.03,0.0,0.94
292,0.03,0.0,0.95
293,0.03,0.0,0.96
294,0.03,0.0,0.97
295,0.03,0.0,0.98
296,0.03,0.0,0.99
297,0.04,0.0,0.01
298,0.04,0.0,0.02
299,0.04,0.0,0.03
300,0.04,0.0,0.04
301,0.04,0.0,0.05
302,0.04,0.0,0.06
303,0.04,0.0,0.07
304,0.04,0.0,0.08
305,0.04,0.0,0.09
306,0.04,0.0,0.1
307,0.04,0.0,0.11
308,0.04,0.0,0.12
309,0.04,0.0,0.13
310,0.04,0.0,0.14
311,0.04,0.0,0.15
312,0.04,0.0,0.16
313,0.04,0.0,0.17
314,0.04,0.0,0.18
315,0.04,0.0,0.19
316,0.04,0.0,0.2
317,0.04,0.0,0.21
318,0.04,0.0,0.22
319,0.04,0.0,0.23
320,0.04,0.0,0.24
321,0.04,0.0,0.25
322,0.04,0.0,0.26
323,0.04,0.0,0.27
324,0.04,0.0,0.28
325,0.04,0.0,0.29
326,0.04,0.0,0.3
327,0.04,0.0,0.31
328,0.04,0.0,0.32
329,0.04,0.0,0.33
330,0.04,0.0,0.34
331,0.04,0.0,0.35
332,0.04,0.0,0.36
333,0.04,0.0,0.37
334,0.04,0.0,0.38
335,0.04,0.0,0.39
336,0.04,0.0,0.4
337,0.04,0.0,0.41
338,0.04,0.0,0.42
339,0.04,0.0,0.43
340,0.04,0.0,0.44
341,0.04,0.0,0.45
342,0.04,0.0,0.46
343,0.04,0.0,0.47
344,0.04,0.0,0.48
345,0.04,0.0,0.49
346,0.04,0.0,0.5
347,0.04,0.0,0.51
348,0.04,0.0,0.52
349,0.04,0.0,0.53
350,0.04,0.0,0.54
351,0.04,0.0,0.55
352,0.04,0.0,0.56
353,0.04,0.0,0.57
354,0.04,0.0,0.58
355,0.04,0.0,0.59
356,0.04,0.0,0.6
357,0.04,0.0,0.61
358,0.04,0.0,0.62
359,0.04,0.0,0.63
360,0.04,0.0,0.64
361,0.04,0.0,0.65
362,0.04,0.0,0.66
363,0.04,0.0,0.67
364,0.04,0.0,0.68
365,0.04,0.0,0.69
366,0.04,0.0,0.7
367,0.04,0.0,0.71
368,0.04,0.0,0.72
369,0.04,0.0,0.73
370,0.04,0.0,0.74
371,0.04,0.0,0.75
372,0.04,0.0,0.76
373,0.04,0.0,0.77
374,0.04,0.0,0.78
375,0.04,0.0,0.79
376,0.04,0.0,0.8
377,0.04,0.0,0.81
378,0.04,0.0,0.82
379,0.04,0.0,0.83
380,0.04,0.0,0.84
381,0.04,0.0,0.85
382,0.04,0.0,0.86
383,0.04,0.0,0.87
384,0.04,0.0,0.88
385,0.04,0.0,0.89
386,0.04,0.0,0.9
387,0.04,4.34498370445,0.91
388,0.04,0.0,0.92
389,0.04,0.0,0.93
390,0.04,0.0,0.94
391,0.04,0.0,0.95
392,0.04,0.0,0.96
393,0.04,10.5172755876,0.97
394,0.04,0.0,0.98
395,0.04,0.0,0.99
396,0.05,0.0,0.01
397,0.05,0.0,0.02
398,0.05,0.0,0.03
399,0.05,0.0,0.04
400,0.05,0.0,0.05
401,0.05,0.0,0.06
402,0.05,0.0,0.07
403,0.05,0.0,0.08
404,0.05,0.0,0.09
405,0.05,0.0,0.1
406,0.05,0.0,0.11
407,0.05,0.0,0.12
408,0.05,0.0,0.13
409,0.05,0.0,0.14
410,0.05,0.0,0.15
411,0.05,0.0,0.16
412,0.05,0.0,0.17
413,0.05,0.0,0.18
414,0.05,0.0,0.19
415,0.05,0.0,0.2
416,0.05,0.0,0.21
417,0.05,0.0,0.22
418,0.05,0.0,0.23
419,0.05,0.0,0.24
420,0.05,0.0,0.25
421,0.05,0.0,0.26
422,0.05,0.0,0.27
423,0.05,0.0,0.28
424,0.05,0.0,0.29
425,0.05,0.0,0.3
426,0.05,0.0,0.31
427,0.05,0.0,0.32
428,0.05,0.0,0.33
429,0.05,0.0,0.34
430,0.05,0.0,0.35
431,0.05,0.0,0.36
432,0.05,0.0,0.37
433,0.05,0.0,0.38
434,0.05,0.0,0.39
435,0.05,0.0,0.4
436,0.05,0.0,0.41
437,0.05,0.0,0.42
438,0.05,0.0,0.43
439,0.05,0.0,0.44
440,0.05,0.0,0.45
441,0.05,0.0,0.46
442,0.05,0.0,0.47
443,0.05,0.0,0.48
444,0.05,0.0,0.49
445,0.05,0.0,0.5
446,0.05,0.0,0.51
447,0.05,0.0,0.52
448,0.05,0.0,0.53
449,0.05,0.0,0.54
450,0.05,0.0,0.55
451,0.05,0.0,0.56
452,0.05,0.0,0.57
453,0.05,0.0,0.58
454,0.05,0.0,0.59
455,0.05,0.0,0.6
456,0.05,0.0,0.61
457,0.05,0.0,0.62
458,0.05,0.0,0.63
459,0.05,0.0,0.64
460,0.05,0.0,0.65
461,0.05,0.0,0.66
462,0.05,0.0,0.67
463,0.05,0.0,0.68
464,0.05,0.0,0.69
465,0.05,0.0,0.7
466,0.05,0.0,0.71
467,0.05,0.0,0.72
468,0.05,0.0,0.73
469,0.05,0.0,0.74
470,0.05,0.0,0.75
471,0.05,0.0,0.76
472,0.05,0.0,0.77
473,0.05,0.0,0.78
474,0.05,0.0,0.79
475,0.05,0.0,0.8
476,0.05,0.0,0.81
477,0.05,0.0,0.82
478,0.05,0.0,0.83
479,0.05,0.0,0.84
480,0.05,0.0,0.85
481,0.05,0.0,0.86
482,0.05,0.0,0.87
483,0.05,0.0,0.88
484,0.05,0.0,0.89
485,0.05,0.0,0.9
486,0.05,4.34498370445,0.91
487,0.05,0.0,0.92
488,0.05,0.0,0.93
489,0.05,0.0,0.94
490,0.05,0.0,0.95
491,0.05,0.0,0.96
492,0.05,10.5172755876,0.97
493,0.05,0.0,0.98
494,0.05,0.0,0.99
495,0.06,0.0,0.01
496,0.06,0.0,0.02
497,0.06,0.0,0.03
498,0.06,0.0,0.04
499,0.06,0.0,0.05
500,0.06,0.0,0.06
501,0.06,0.0,0.07
502,0.06,0.0,0.08
503,0.06,0.0,0.09
504,0.06,0.0,0.1
505,0.06,0.0,0.11
506,0.06,0.0,0.12
507,0.06,0.0,0.13
508,0.06,0.0,0.14
509,0.06,0.0,0.15
510,0.06,0.0,0.16
511,0.06,0.0,0.17
512,0.06,0.0,0.18
513,0.06,0.0,0.19
514,0.06,0.0,0.2
515,0.06,0.0,0.21
516,0.06,0.0,0.22
517,0.06,0.0,0.23
518,0.06,0.0,0.24
519,0.06,0.0,0.25
520,0.06,0.0,0.26
521,0.06,0.0,0.27
522,0.06,0.0,0.28
523,0.06,0.0,0.29
524,0.06,0.0,0.3
525,0.06,0.0,0.31
526,0.06,0.0,0.32
527,0.06,0.0,0.33
528,0.06,0.0,0.34
529,0.06,0.0,0.35
530,0.06,0.0,0.36
531,0.06,0.0,0.37
532,0.06,0.0,0.38
533,0.06,0.0,0.39
534,0.06,0.0,0.4
535,0.06,0.0,0.41
536,0.06,0.0,0.42
537,0.06,0.0,0.43
538,0.06,0.0,0.44
539,0.06,0.0,0.45
540,0.06,0.0,0.46
541,0.06,0.0,0.47
542,0.06,0.0,0.48
543,0.06,0.0,0.49
544,0.06,0.0,0.5
545,0.06,0.0,0.51
546,0.06,0.0,0.52
547,0.06,0.0,0.53
548,0.06,0.0,0.54
549,0.06,0.0,0.55
550,0.06,0.0,0.56
551,0.06,0.0,0.57
552,0.06,0.0,0.58
553,0.06,0.0,0.59
554,0.06,0.0,0.6
555,0.06,0.0,0.61
556,0.06,0.0,0.62
557,0.06,0.0,0.63
558,0.06,0.0,0.64
559,0.06,0.0,0.65
560,0.06,0.0,0.66
561,0.06,0.0,0.67
562,0.06,0.0,0.68
563,0.06,0.0,0.69
564,0.06,0.0,0.7
565,0.06,0.0,0.71
566,0.06,0.0,0.72
567,0.06,0.0,0.73
568,0.06,0.0,0.74
569,0.06,0.0,0.75
570,0.06,0.0,0.76
571,0.06,0.0,0.77
572,0.06,0.0,0.78
573,0.06,0.0,0.79
574,0.06,0.0,0.8
575,0.06,0.0,0.81
576,0.06,0.0,0.82
577,0.06,0.0,0.83
578,0.06,0.0,0.84
579,0.06,0.0,0.85
580,0.06,0.0,0.86
581,0.06,0.0,0.87
582,0.06,0.0,0.88
583,0.06,0.0,0.89
584,0.06,0.0,0.9
585,0.06,4.34498370445,0.91
586,0.06,0.0,0.92
587,0.06,0.0,0.93
588,0.06,0.0,0.94
589,0.06,0.0,0.95
590,0.06,0.0,0.96
591,0.06,10.5172755876,0.97
592,0.06,0.0,0.98
593,0.06,0.0,0.99
594,0.07,0.0,0.01
595,0.07,0.0,0.02
596,0.07,0.0,0.03
597,0.07,0.0,0.04
598,0.07,0.0,0.05
599,0.07,0.0,0.06
600,0.07,0.0,0.07
601,0.07,0.0,0.08
602,0.07,0.0,0.09
603,0.07,0.0,0.1
604,0.07,0.0,0.11
605,0.07,0.0,0.12
606,0.07,0.0,0.13
607,0.07,0.0,0.14
608,0.07,0.0,0.15
609,0.07,0.0,0.16
610,0.07,0.0,0.17
611,0.07,0.0,0.18
612,0.07,0.0,0.19
613,0.07,0.0,0.2
614,0.07,0.0,0.21
615,0.07,0.0,0.22
616,0.07,0.0,0.23
617,0.07,0.0,0.24
618,0.07,0.0,0.25
619,0.07,0.0,0.26
620,0.07,0.0,0.27
621,0.07,0.0,0.28
622,0.07,0.0,0.29
623,0.07,0.0,0.3
624,0.07,0.0,0.31
625,0.07,0.0,0.32
626,0.07,0.0,0.33
627,0.07,0.0,0.34
628,0.07,0.0,0.35
629,0.07,0.0,0.36
630,0.07,0.0,0.37
631,0.07,0.0,0.38
632,0.07,0.0,0.39
633,0.07,0.0,0.4
634,0.07,0.0,0.41
635,0.07,0.0,0.42
636,0.07,0.0,0.43
637,0.07,0.0,0.44
638,0.07,0.0,0.45
639,0.07,0.0,0.46
640,0.07,0.0,0.47
641,0.07,0.0,0.48
642,0.07,0.0,0.49
643,0.07,0.0,0.5
644,0.07,0.0,0.51
645,0.07,0.0,0.52
646,0.07,0.0,0.53
647,0.07,0.0,0.54
648,0.07,0.0,0.55
649,0.07,0.0,0.56
650,0.07,0.0,0.57
651,0.07,0.0,0.58
652,0.07,0.0,0.59
653,0.07,0.0,0.6
654,0.07,0.0,0.61
655,0.07,0.0,0.62
656,0.07,0.0,0.63
657,0.07,0.0,0.64
658,0.07,0.0,0.65
659,0.07,0.0,0.66
660,0.07,0.0,0.67
661,0.07,0.0,0.68
662,0.07,0.0,0.69
663,0.07,0.0,0.7
664,0.07,0.0,0.71
665,0.07,0.0,0.72
666,0.07,0.0,0.73
667,0.07,0.0,0.74
668,0.07,0.0,0.75
669,0.07,0.0,0.76
670,0.07,0.0,0.77
671,0.07,0.0,0.78
672,0.07,0.0,0.79
673,0.07,0.0,0.8
674,0.07,0.0,0.81
675,0.07,0.0,0.82
676,0.07,0.0,0.83
677,0.07,0.0,0.84
678,0.07,0.0,0.85
679,0.07,0.0,0.86
680,0.07,0.0,0.87
681,0.07,0.0,0.88
682,0.07,0.0,0.89
683,0.07,0.0,0.9
684,0.07,0.0,0.91
685,0.07,0.0,0.92
686,0.07,0.0,0.93
687,0.07,0.0,0.94
688,0.07,0.0,0.95
689,0.07,0.0,0.96
690,0.07,0.0,0.97
691,0.07,0.0,0.98
692,0.07,0.0,0.99
693,0.08,0.0,0.01
694,0.08,0.0,0.02
695,0.08,0.0,0.03
696,0.08,0.0,0.04
697,0.08,0.0,0.05
698,0.08,0.0,0.06
699,0.08,0.0,0.07
700,0.08,0.0,0.08
701,0.08,0.0,0.09
702,0.08,0.0,0.1
703,0.08,0.0,0.11
704,0.08,0.0,0.12
705,0.08,0.0,0.13
706,0.08,0.0,0.14
707,0.08,0.0,0.15
708,0.08,0.0,0.16
709,0.08,0.0,0.17
710,0.08,0.0,0.18
711,0.08,0.0,0.19
712,0.08,0.0,0.2
713,0.08,0.0,0.21
714,0.08,0.0,0.22
715,0.08,0.0,0.23
716,0.08,0.0,0.24
717,0.08,0.0,0.25
718,0.08,0.0,0.26
719,0.08,0.0,0.27
720,0.08,0.0,0.28
721,0.08,0.0,0.29
722,0.08,0.0,0.3
723,0.08,0.0,0.31
724,0.08,0.0,0.32
725,0.08,0.0,0.33
726,0.08,0.0,0.34
727,0.08,0.0,0.35
728,0.08,0.0,0.36
729,0.08,0.0,0.37
730,0.08,0.0,0.38
731,0.08,0.0,0.39
732,0.08,0.0,0.4
733,0.08,0.0,0.41
734,0.08,0.0,0.42
735,0.08,0.0,0.43
736,0.08,0.0,0.44
737,0.08,0.0,0.45
738,0.08,0.0,0.46
739,0.08,0.0,0.47
740,0.08,0.0,0.48
741,0.08,0.0,0.49
742,0.08,0.0,0.5
743,0.08,0.0,0.51
744,0.08,0.0,0.52
745,0.08,0.0,0.53
746,0.08,0.0,0.54
747,0.08,0.0,0.55
748,0.08,0.0,0.56
749,0.08,0.0,0.57
750,0.08,0.0,0.58
751,0.08,0.0,0.59
752,0.08,0.0,0.6
753,0.08,0.0,0.61
754,0.08,0.0,0.62
755,0.08,0.0,0.63
756,0.08,0.0,0.64
757,0.08,0.0,0.65
758,0.08,0.0,0.66
759,0.08,0.0,0.67
760,0.08,0.0,0.68
761,0.08,0.0,0.69
762,0.08,0.0,0.7
763,0.08,0.0,0.71
764,0.08,0.0,0.72
765,0.08,0.0,0.73
766,0.08,0.0,0.74
767,0.08,0.0,0.75
768,0.08,0.0,0.76
769,0.08,0.0,0.77
770,0.08,0.0,0.78
771,0.08,0.0,0.79
772,0.08,0.0,0.8
773,0.08,0.0,0.81
774,0.08,0.0,0.82
775,0.08,0.0,0.83
776,0.08,0.0,0.84
777,0.08,0.0,0.85
778,0.08,0.0,0.86
779,0.08,0.0,0.87
780,0.08,0.0,0.88
781,0.08,0.0,0.89
782,0.08,0.0,0.9
783,0.08,0.0,0.91
784,0.08,0.0,0.92
785,0.08,0.0,0.93
786,0.08,0.0,0.94
787,0.08,0.0,0.95
788,0.08,0.0,0.96
789,0.08,0.0,0.97
790,0.08,0.0,0.98
791,0.08,0.0,0.99
792,0.09,0.0,0.01
793,0.09,0.0,0.02
794,0.09,0.0,0.03
795,0.09,0.0,0.04
796,0.09,0.0,0.05
797,0.09,0.0,0.06
798,0.09,0.0,0.07
799,0.09,0.0,0.08
800,0.09,0.0,0.09
801,0.09,0.0,0.1
802,0.09,0.0,0.11
803,0.09,0.0,0.12
804,0.09,0.0,0.13
805,0.09,0.0,0.14
806,0.09,0.0,0.15
807,0.09,0.0,0.16
808,0.09,0.0,0.17
809,0.09,0.0,0.18
810,0.09,0.0,0.19
811,0.09,0.0,0.2
812,0.09,0.0,0.21
813,0.09,0.0,0.22
814,0.09,0.0,0.23
815,0.09,0.0,0.24
816,0.09,0.0,0.25
817,0.09,0.0,0.26
818,0.09,0.0,0.27
819,0.09,0.0,0.28
820,0.09,0.0,0.29
821,0.09,0.0,0.3
822,0.09,0.0,0.31
823,0.09,0.0,0.32
824,0.09,0.0,0.33
825,0.09,0.0,0.34
826,0.09,0.0,0.35
827,0.09,0.0,0.36
828,0.09,0.0,0.37
829,0.09,0.0,0.38
830,0.09,0.0,0.39
831,0.09,0.0,0.4
832,0.09,0.0,0.41
833,0.09,0.0,0.42
834,0.09,0.0,0.43
835,0.09,0.0,0.44
836,0.09,0.0,0.45
837,0.09,0.0,0.46
838,0.09,0.0,0.47
839,0.09,0.0,0.48
840,0.09,0.0,0.49
841,0.09,0.0,0.5
842,0.09,0.0,0.51
843,0.09,0.0,0.52
844,0.09,0.0,0.53
845,0.09,0.0,0.54
846,0.09,0.0,0.55
847,0.09,0.0,0.56
848,0.09,0.0,0.57
849,0.09,0.0,0.58
850,0.09,0.0,0.59
851,0.09,0.0,0.6
852,0.09,0.0,0.61
853,0.09,0.0,0.62
854,0.09,0.0,0.63
855,0.09,0.0,0.64
856,0.09,0.0,0.65
857,0.09,0.0,0.66
858,0.09,0.0,0.67
859,0.09,0.0,0.68
860,0.09,0.0,0.69
861,0.09,0.0,0.7
862,0.09,0.0,0.71
863,0.09,0.0,0.72
864,0.09,0.0,0.73
865,0.09,0.0,0.74
866,0.09,0.0,0.75
867,0.09,0.0,0.76
868,0.09,0.0,0.77
869,0.09,0.0,0.78
870,0.09,0.0,0.79
871,0.09,0.0,0.8
872,0.09,0.0,0.81
873,0.09,0.0,0.82
874,0.09,0.0,0.83
875,0.09,0.0,0.84
876,0.09,0.0,0.85
877,0.09,0.0,0.86
878,0.09,0.0,0.87
879,0.09,0.0,0.88
880,0.09,0.0,0.89
881,0.09,0.0,0.9
882,0.09,0.0,0.91
883,0.09,0.0,0.92
884,0.09,0.0,0.93
885,0.09,0.0,0.94
886,0.09,0.0,0.95
887,0.09,0.0,0.96
888,0.09,0.0,0.97
889,0.09,0.0,0.98
890,0.09,0.0,0.99
891,0.1,0.0,0.01
892,0.1,0.0,0.02
893,0.1,0.0,0.03
894,0.1,0.0,0.04
895,0.1,0.0,0.05
896,0.1,0.0,0.06
897,0.1,0.0,0.07
898,0.1,0.0,0.08
899,0.1,0.0,0.09
900,0.1,0.0,0.1
901,0.1,0.0,0.11
902,0.1,0.0,0.12
903,0.1,0.0,0.13
904,0.1,0.0,0.14
905,0.1,0.0,0.15
906,0.1,0.0,0.16
907,0.1,0.0,0.17
908,0.1,0.0,0.18
909,0.1,0.0,0.19
910,0.1,0.0,0.2
911,0.1,0.0,0.21
912,0.1,0.0,0.22
913,0.1,0.0,0.23
914,0.1,0.0,0.24
915,0.1,0.0,0.25
916,0.1,0.0,0.26
917,0.1,0.0,0.27
918,0.1,0.0,0.28
919,0.1,0.0,0.29
920,0.1,0.0,0.3
921,0.1,0.0,0.31
922,0.1,0.0,0.32
923,0.1,0.0,0.33
924,0.1,0.0,0.34
925,0.1,0.0,0.35
926,0.1,0.0,0.36
927,0.1,0.0,0.37
928,0.1,0.0,0.38
929,0.1,0.0,0.39
930,0.1,0.0,0.4
931,0.1,0.0,0.41
932,0.1,0.0,0.42
933,0.1,0.0,0.43
934,0.1,0.0152438476823,0.44
935,0.1,0.0,0.45
936,0.1,0.0,0.46
937,0.1,0.0,0.47
938,0.1,0.0,0.48
939,0.1,0.0,0.49
940,0.1,0.0,0.5
941,0.1,0.0,0.51
942,0.1,0.0,0.52
943,0.1,0.0,0.53
944,0.1,0.0,0.54
945,0.1,0.0,0.55
946,0.1,0.0,0.56
947,0.1,0.0,0.57
948,0.1,0.0,0.58
949,0.1,0.0,0.59
950,0.1,0.0,0.6
951,0.1,0.0,0.61
952,0.1,0.0,0.62
953,0.1,0.0,0.63
954,0.1,0.0,0.64
955,0.1,0.0,0.65
956,0.1,0.0,0.66
957,0.1,0.0,0.67
958,0.1,0.0,0.68
959,0.1,0.0,0.69
960,0.1,0.0,0.7
961,0.1,0.0,0.71
962,0.1,0.0,0.72
963,0.1,0.0,0.73
964,0.1,0.0,0.74
965,0.1,0.0,0.75
966,0.1,0.0,0.76
967,0.1,0.0,0.77
968,0.1,0.0,0.78
969,0.1,0.0,0.79
970,0.1,0.0,0.8
971,0.1,0.0,0.81
972,0.1,0.0,0.82
973,0.1,0.0,0.83
974,0.1,0.0,0.84
975,0.1,0.0,0.85
976,0.1,0.0,0.86
977,0.1,0.0,0.87
978,0.1,0.0,0.88
979,0.1,0.0,0.89
980,0.1,0.0,0.9
981,0.1,4.34498370445,0.91
982,0.1,0.0,0.92
983,0.1,0.0,0.93
984,0.1,0.0,0.94
985,0.1,0.0,0.95
986,0.1,0.0,0.96
987,0.1,10.5172755876,0.97
988,0.1,0.0,0.98
989,0.1,0.0,0.99
990,0.11,0.0,0.01
991,0.11,0.0,0.02
992,0.11,0.0,0.03
993,0.11,0.0,0.04
994,0.11,0.0,0.05
