,alpha,mu,weight
2500,0.26,0.0,0.26
2501,0.26,0.0,0.27
2502,0.26,0.0,0.28
2503,0.26,0.0,0.29
2504,0.26,0.0,0.3
2505,0.26,0.0,0.31
2506,0.26,0.0,0.32
2507,0.26,0.0,0.33
2508,0.26,0.0,0.34
2509,0.26,0.0,0.35
2510,0.26,0.152398310368,0.36
2511,0.26,0.0,0.37
2512,0.26,0.0,0.38
2513,0.26,0.0,0.39
2514,0.26,0.0,0.4
2515,0.26,0.0,0.41
2516,0.26,0.0,0.42
2517,0.26,0.0,0.43
2518,0.26,0.0,0.44
2519,0.26,0.0,0.45
2520,0.26,0.0,0.46
2521,0.26,0.0,0.47
2522,0.26,0.0,0.48
2523,0.26,0.0,0.49
2524,0.26,0.0,0.5
2525,0.26,0.0,0.51
2526,0.26,0.0,0.52
2527,0.26,0.0,0.53
2528,0.26,0.0,0.54
2529,0.26,0.0,0.55
2530,0.26,0.0,0.56
2531,0.26,0.0,0.57
2532,0.26,0.153461362441,0.58
2533,0.26,0.0,0.59
2534,0.26,0.0,0.6
2535,0.26,0.0,0.61
2536,0.26,0.0,0.62
2537,0.26,0.0,0.63
2538,0.26,0.0,0.64
2539,0.26,0.0,0.65
2540,0.26,0.0,0.66
2541,0.26,0.0,0.67
2542,0.26,0.0,0.68
2543,0.26,0.0,0.69
2544,0.26,0.0,0.7
2545,0.26,0.0,0.71
2546,0.26,0.0,0.72
2547,0.26,0.0,0.73
2548,0.26,0.0,0.74
2549,0.26,0.0,0.75
2550,0.26,0.0,0.76
2551,0.26,0.0,0.77
2552,0.26,0.0,0.78
2553,0.26,0.0,0.79
2554,0.26,0.0,0.8
2555,0.26,0.0,0.81
2556,0.26,0.0,0.82
2557,0.26,0.0,0.83
2558,0.26,0.0,0.84
2559,0.26,0.0,0.85
2560,0.26,0.0,0.86
2561,0.26,0.0,0.87
2562,0.26,0.0,0.88
2563,0.26,0.0,0.89
2564,0.26,0.0,0.9
2565,0.26,0.0,0.91
2566,0.26,0.0,0.92
2567,0.26,0.0,0.93
2568,0.26,0.0,0.94
2569,0.26,0.0,0.95
2570,0.26,0.0,0.96
2571,0.26,0.0,0.97
2572,0.26,0.0,0.98
2573,0.26,0.0,0.99
2574,0.27,0.0,0.01
2575,0.27,0.0,0.02
2576,0.27,0.0,0.03
2577,0.27,0.0,0.04
2578,0.27,0.0,0.05
2579,0.27,0.0,0.06
2580,0.27,0.0,0.07
2581,0.27,0.0,0.08
2582,0.27,0.0,0.09
2583,0.27,0.0,0.1
2584,0.27,0.0,0.11
2585,0.27,0.0,0.12
2586,0.27,0.0,0.13
2587,0.27,0.0,0.14
2588,0.27,0.0,0.15
2589,0.27,0.0,0.16
2590,0.27,0.0,0.17
2591,0.27,0.0,0.18
2592,0.27,0.0,0.19
2593,0.27,0.0,0.2
2594,0.27,0.0,0.21
2595,0.27,0.0,0.22
2596,0.27,0.0,0.23
2597,0.27,0.0,0.24
2598,0.27,0.0,0.25
2599,0.27,0.0,0.26
2600,0.27,0.0,0.27
2601,0.27,0.0,0.28
2602,0.27,0.0,0.29
2603,0.27,0.0,0.3
2604,0.27,0.0,0.31
2605,0.27,0.0,0.32
2606,0.27,0.0,0.33
2607,0.27,0.0,0.34
2608,0.27,0.0,0.35
2609,0.27,0.152398310368,0.36
2610,0.27,0.0,0.37
2611,0.27,0.0,0.38
2612,0.27,0.0,0.39
2613,0.27,0.0,0.4
2614,0.27,0.0,0.41
2615,0.27,0.0,0.42
2616,0.27,0.01875304212,0.43
2617,0.27,0.0,0.44
2618,0.27,0.0,0.45
2619,0.27,0.0,0.46
2620,0.27,0.0,0.47
2621,0.27,0.0,0.48
2622,0.27,0.0,0.49
2623,0.27,0.0,0.5
2624,0.27,0.0,0.51
2625,0.27,0.0,0.52
2626,0.27,0.0,0.53
2627,0.27,0.0,0.54
2628,0.27,0.0,0.55
2629,0.27,0.0,0.56
2630,0.27,0.0,0.57
2631,0.27,0.0,0.58
2632,0.27,0.0,0.59
2633,0.27,0.0,0.6
2634,0.27,0.0,0.61
2635,0.27,0.0,0.62
2636,0.27,0.0,0.63
2637,0.27,0.0,0.64
2638,0.27,0.0,0.65
2639,0.27,0.0,0.66
2640,0.27,0.0,0.67
2641,0.27,0.0,0.68
2642,0.27,0.0,0.69
2643,0.27,0.0,0.7
2644,0.27,0.0,0.71
2645,0.27,0.0,0.72
2646,0.27,0.0,0.73
2647,0.27,0.0,0.74
2648,0.27,0.0,0.75
2649,0.27,0.0,0.76
2650,0.27,0.0,0.77
2651,0.27,0.0,0.78
2652,0.27,0.0,0.79
2653,0.27,0.0,0.8
2654,0.27,0.0,0.81
2655,0.27,0.0,0.82
2656,0.27,0.0,0.83
2657,0.27,0.0,0.84
2658,0.27,0.0,0.85
2659,0.27,0.0,0.86
2660,0.27,0.0,0.87
2661,0.27,0.0,0.88
2662,0.27,0.0,0.89
2663,0.27,0.0,0.9
2664,0.27,0.0,0.91
2665,0.27,0.0,0.92
2666,0.27,0.0,0.93
2667,0.27,0.0,0.94
2668,0.27,0.0,0.95
2669,0.27,0.0,0.96
2670,0.27,0.0,0.97
2671,0.27,0.0,0.98
2672,0.27,0.0,0.99
2673,0.28,0.0,0.01
2674,0.28,0.0,0.02
2675,0.28,0.0,0.03
2676,0.28,0.0,0.04
2677,0.28,0.0,0.05
2678,0.28,0.0,0.06
2679,0.28,0.0,0.07
2680,0.28,0.0,0.08
2681,0.28,0.0,0.09
2682,0.28,0.0,0.1
2683,0.28,0.0,0.11
2684,0.28,0.0,0.12
2685,0.28,0.0,0.13
2686,0.28,0.0,0.14
2687,0.28,0.0,0.15
2688,0.28,0.0,0.16
2689,0.28,0.0,0.17
2690,0.28,0.0,0.18
2691,0.28,0.0,0.19
2692,0.28,0.0,0.2
2693,0.28,0.0,0.21
2694,0.28,0.0,0.22
2695,0.28,0.0,0.23
2696,0.28,0.0,0.24
2697,0.28,0.0,0.25
2698,0.28,0.0,0.26
2699,0.28,0.0,0.27
2700,0.28,0.0,0.28
2701,0.28,0.0,0.29
2702,0.28,0.0,0.3
2703,0.28,0.0,0.31
2704,0.28,0.0,0.32
2705,0.28,0.0,0.33
2706,0.28,0.0,0.34
2707,0.28,0.0,0.35
2708,0.28,0.0,0.36
2709,0.28,0.0,0.37
2710,0.28,0.0,0.38
2711,0.28,0.0,0.39
2712,0.28,0.0,0.4
2713,0.28,0.0,0.41
2714,0.28,0.0,0.42
2715,0.28,0.01875304212,0.43
2716,0.28,0.0,0.44
2717,0.28,0.0,0.45
2718,0.28,0.0,0.46
2719,0.28,0.0,0.47
2720,0.28,0.0,0.48
2721,0.28,0.0,0.49
2722,0.28,0.0,0.5
2723,0.28,0.0,0.51
2724,0.28,0.0,0.52
2725,0.28,0.0,0.53
2726,0.28,0.0,0.54
2727,0.28,0.0,0.55
2728,0.28,0.0,0.56
2729,0.28,0.0,0.57
2730,0.28,0.0,0.58
2731,0.28,0.0,0.59
2732,0.28,0.0,0.6
2733,0.28,0.0,0.61
2734,0.28,0.0,0.62
2735,0.28,0.0,0.63
2736,0.28,0.0,0.64
2737,0.28,0.0,0.65
2738,0.28,0.0,0.66
2739,0.28,0.0,0.67
2740,0.28,0.0,0.68
2741,0.28,0.0,0.69
2742,0.28,0.0,0.7
2743,0.28,0.0,0.71
2744,0.28,0.0,0.72
2745,0.28,0.0,0.73
2746,0.28,0.0,0.74
2747,0.28,0.0,0.75
2748,0.28,0.0,0.76
2749,0.28,0.0,0.77
2750,0.28,0.0,0.78
2751,0.28,0.0,0.79
2752,0.28,0.0,0.8
2753,0.28,0.0,0.81
2754,0.28,0.0,0.82
2755,0.28,0.0,0.83
2756,0.28,0.0,0.84
2757,0.28,0.0,0.85
2758,0.28,0.0,0.86
2759,0.28,0.0,0.87
2760,0.28,0.0,0.88
2761,0.28,0.0,0.89
2762,0.28,0.0,0.9
2763,0.28,0.0,0.91
2764,0.28,0.0,0.92
2765,0.28,0.0,0.93
2766,0.28,0.0,0.94
2767,0.28,0.0,0.95
2768,0.28,0.0,0.96
2769,0.28,0.0,0.97
2770,0.28,0.0,0.98
2771,0.28,0.0,0.99
2772,0.29,0.0,0.01
2773,0.29,0.0,0.02
2774,0.29,0.0,0.03
2775,0.29,0.0,0.04
2776,0.29,0.0,0.05
2777,0.29,0.0,0.06
2778,0.29,0.0,0.07
2779,0.29,0.0,0.08
2780,0.29,0.0,0.09
2781,0.29,0.0,0.1
2782,0.29,0.0,0.11
2783,0.29,0.0,0.12
2784,0.29,0.0,0.13
2785,0.29,0.0,0.14
2786,0.29,0.0,0.15
2787,0.29,0.0,0.16
2788,0.29,0.0,0.17
2789,0.29,0.0,0.18
2790,0.29,0.0,0.19
2791,0.29,0.0,0.2
2792,0.29,0.0,0.21
2793,0.29,0.0,0.22
2794,0.29,0.0,0.23
2795,0.29,0.0,0.24
2796,0.29,0.0,0.25
2797,0.29,0.0,0.26
2798,0.29,0.0,0.27
2799,0.29,0.0,0.28
2800,0.29,0.0,0.29
2801,0.29,0.0,0.3
2802,0.29,0.0,0.31
2803,0.29,0.0,0.32
2804,0.29,0.0,0.33
2805,0.29,0.0,0.34
2806,0.29,0.0,0.35
2807,0.29,0.0,0.36
2808,0.29,0.0,0.37
2809,0.29,0.0,0.38
2810,0.29,0.0,0.39
2811,0.29,0.0,0.4
2812,0.29,0.0,0.41
2813,0.29,0.0,0.42
2814,0.29,0.0,0.43
2815,0.29,0.0,0.44
2816,0.29,0.0,0.45
2817,0.29,0.0,0.46
2818,0.29,0.0,0.47
2819,0.29,0.0,0.48
2820,0.29,0.0,0.49
2821,0.29,0.0,0.5
2822,0.29,0.0,0.51
2823,0.29,0.0,0.52
2824,0.29,0.0,0.53
2825,0.29,0.0,0.54
2826,0.29,0.0,0.55
2827,0.29,0.0,0.56
2828,0.29,0.0,0.57
2829,0.29,0.0,0.58
2830,0.29,0.0,0.59
2831,0.29,0.0,0.6
2832,0.29,0.0,0.61
2833,0.29,0.0,0.62
2834,0.29,0.0,0.63
2835,0.29,0.0,0.64
2836,0.29,0.0,0.65
2837,0.29,0.0,0.66
2838,0.29,0.0,0.67
2839,0.29,0.0,0.68
2840,0.29,0.0,0.69
2841,0.29,0.0,0.7
2842,0.29,0.0,0.71
2843,0.29,0.0,0.72
2844,0.29,0.0,0.73
2845,0.29,0.0,0.74
2846,0.29,0.0,0.75
2847,0.29,0.0,0.76
2848,0.29,0.0,0.77
2849,0.29,0.0,0.78
2850,0.29,0.0,0.79
2851,0.29,0.0,0.8
2852,0.29,0.0,0.81
2853,0.29,0.0,0.82
2854,0.29,0.0,0.83
2855,0.29,0.0,0.84
2856,0.29,0.0,0.85
2857,0.29,0.0,0.86
2858,0.29,0.0,0.87
2859,0.29,0.0,0.88
2860,0.29,0.0,0.89
2861,0.29,0.0,0.9
2862,0.29,0.0,0.91
2863,0.29,0.0,0.92
2864,0.29,0.0,0.93
2865,0.29,0.0,0.94
2866,0.29,0.0,0.95
2867,0.29,0.0,0.96
2868,0.29,0.0,0.97
2869,0.29,0.0,0.98
2870,0.29,0.0,0.99
2871,0.3,0.0,0.01
2872,0.3,0.0,0.02
2873,0.3,0.0,0.03
2874,0.3,0.0,0.04
2875,0.3,0.0,0.05
2876,0.3,0.0,0.06
2877,0.3,0.0,0.07
2878,0.3,0.0,0.08
2879,0.3,0.0,0.09
2880,0.3,0.0,0.1
2881,0.3,0.0,0.11
2882,0.3,0.0,0.12
2883,0.3,0.0,0.13
2884,0.3,0.0,0.14
2885,0.3,0.0,0.15
2886,0.3,0.0,0.16
2887,0.3,0.0,0.17
2888,0.3,0.0,0.18
2889,0.3,0.0,0.19
2890,0.3,0.0,0.2
2891,0.3,0.0,0.21
2892,0.3,0.0,0.22
2893,0.3,0.0,0.23
2894,0.3,0.0,0.24
2895,0.3,0.0,0.25
2896,0.3,0.0,0.26
2897,0.3,0.0,0.27
2898,0.3,0.0,0.28
2899,0.3,0.0,0.29
2900,0.3,0.0,0.3
2901,0.3,0.0,0.31
2902,0.3,0.0,0.32
2903,0.3,0.0,0.33
2904,0.3,0.0,0.34
2905,0.3,0.0,0.35
2906,0.3,0.0,0.36
2907,0.3,0.0,0.37
2908,0.3,0.0,0.38
2909,0.3,0.0,0.39
2910,0.3,0.0,0.4
2911,0.3,0.0,0.41
2912,0.3,0.0,0.42
2913,0.3,0.0,0.43
2914,0.3,0.0,0.44
2915,0.3,0.0,0.45
2916,0.3,0.0,0.46
2917,0.3,0.0,0.47
2918,0.3,0.0,0.48
2919,0.3,0.0,0.49
2920,0.3,0.0,0.5
2921,0.3,0.0,0.51
2922,0.3,0.0,0.52
2923,0.3,0.0,0.53
2924,0.3,0.0,0.54
2925,0.3,0.0,0.55
2926,0.3,0.0,0.56
2927,0.3,0.0,0.57
2928,0.3,0.0,0.58
2929,0.3,0.0,0.59
2930,0.3,0.0,0.6
2931,0.3,0.0,0.61
2932,0.3,0.0,0.62
2933,0.3,0.0,0.63
2934,0.3,0.0,0.64
2935,0.3,0.0,0.65
2936,0.3,0.0,0.66
2937,0.3,0.0,0.67
2938,0.3,0.0,0.68
2939,0.3,0.0,0.69
2940,0.3,0.0,0.7
2941,0.3,0.0,0.71
2942,0.3,0.0,0.72
2943,0.3,0.0,0.73
2944,0.3,0.0,0.74
2945,0.3,0.0,0.75
2946,0.3,0.0,0.76
2947,0.3,0.0,0.77
2948,0.3,0.0,0.78
2949,0.3,0.0,0.79
2950,0.3,0.0,0.8
2951,0.3,0.0,0.81
2952,0.3,0.0,0.82
2953,0.3,0.0,0.83
2954,0.3,0.0,0.84
2955,0.3,0.0,0.85
2956,0.3,0.0,0.86
2957,0.3,0.0,0.87
2958,0.3,0.0,0.88
2959,0.3,0.0,0.89
2960,0.3,0.0,0.9
2961,0.3,0.0,0.91
2962,0.3,0.0,0.92
2963,0.3,0.0,0.93
2964,0.3,0.0,0.94
2965,0.3,0.0,0.95
2966,0.3,0.0,0.96
2967,0.3,0.0,0.97
2968,0.3,0.0,0.98
2969,0.3,0.0,0.99
2970,0.31,0.0,0.01
2971,0.31,0.0,0.02
2972,0.31,0.0,0.03
2973,0.31,0.0,0.04
2974,0.31,0.0,0.05
2975,0.31,0.0,0.06
2976,0.31,0.0,0.07
2977,0.31,0.0,0.08
2978,0.31,0.0,0.09
2979,0.31,0.0,0.1
2980,0.31,0.0,0.11
2981,0.31,0.0,0.12
2982,0.31,0.0,0.13
2983,0.31,0.0,0.14
2984,0.31,0.0,0.15
2985,0.31,0.0,0.16
2986,0.31,0.0,0.17
2987,0.31,0.0,0.18
2988,0.31,0.0,0.19
2989,0.31,0.0,0.2
2990,0.31,0.0,0.21
2991,0.31,0.0,0.22
2992,0.31,0.0,0.23
2993,0.31,0.0,0.24
2994,0.31,0.0,0.25
2995,0.31,0.0,0.26
2996,0.31,0.0,0.27
2997,0.31,0.0,0.28
2998,0.31,0.0,0.29
2999,0.31,0.0,0.3
3000,0.31,0.0,0.31
3001,0.31,0.0,0.32
3002,0.31,0.0,0.33
3003,0.31,0.0,0.34
3004,0.31,0.0,0.35
3005,0.31,0.0,0.36
3006,0.31,0.0,0.37
3007,0.31,0.0,0.38
3008,0.31,0.0,0.39
3009,0.31,0.0,0.4
3010,0.31,0.0,0.41
3011,0.31,0.0,0.42
3012,0.31,0.0,0.43
3013,0.31,0.0,0.44
3014,0.31,0.0,0.45
3015,0.31,0.0,0.46
3016,0.31,0.0,0.47
3017,0.31,0.0,0.48
3018,0.31,0.0,0.49
3019,0.31,0.0,0.5
3020,0.31,0.0,0.51
3021,0.31,0.0,0.52
3022,0.31,0.0,0.53
3023,0.31,0.0,0.54
3024,0.31,0.0,0.55
3025,0.31,0.0,0.56
3026,0.31,0.0,0.57
3027,0.31,0.0,0.58
3028,0.31,0.0,0.59
3029,0.31,0.0,0.6
3030,0.31,0.0,0.61
3031,0.31,0.0,0.62
3032,0.31,0.0,0.63
3033,0.31,0.0,0.64
3034,0.31,0.0,0.65
3035,0.31,0.0,0.66
3036,0.31,0.0,0.67
3037,0.31,0.0,0.68
3038,0.31,0.0,0.69
3039,0.31,0.0,0.7
3040,0.31,0.0,0.71
3041,0.31,0.0,0.72
3042,0.31,0.0,0.73
3043,0.31,0.0,0.74
3044,0.31,0.0,0.75
3045,0.31,0.0,0.76
3046,0.31,0.0346307719276,0.77
3047,0.31,0.0,0.78
3048,0.31,0.0,0.79
3049,0.31,0.0,0.8
3050,0.31,0.0,0.81
3051,0.31,0.0,0.82
3052,0.31,0.0,0.83
3053,0.31,0.0,0.84
3054,0.31,0.0,0.85
3055,0.31,0.0,0.86
3056,0.31,0.0,0.87
3057,0.31,0.0,0.88
3058,0.31,0.0,0.89
3059,0.31,0.0,0.9
3060,0.31,0.0,0.91
3061,0.31,0.0,0.92
3062,0.31,0.0,0.93
3063,0.31,0.0,0.94
3064,0.31,0.0,0.95
3065,0.31,0.0,0.96
3066,0.31,0.0,0.97
3067,0.31,0.0,0.98
3068,0.31,0.0,0.99
3069,0.32,0.0,0.01
3070,0.32,0.0,0.02
3071,0.32,0.0,0.03
3072,0.32,0.0,0.04
3073,0.32,0.0,0.05
3074,0.32,0.0,0.06
3075,0.32,0.0,0.07
3076,0.32,0.0,0.08
3077,0.32,0.0,0.09
3078,0.32,0.0,0.1
3079,0.32,0.0,0.11
3080,0.32,0.0,0.12
3081,0.32,0.0,0.13
3082,0.32,0.0,0.14
3083,0.32,0.0,0.15
3084,0.32,0.0,0.16
3085,0.32,0.0,0.17
3086,0.32,0.0,0.18
3087,0.32,0.0,0.19
3088,0.32,0.0,0.2
3089,0.32,0.0,0.21
3090,0.32,0.0,0.22
3091,0.32,0.0,0.23
3092,0.32,0.0,0.24
3093,0.32,0.0,0.25
3094,0.32,0.0,0.26
3095,0.32,0.0,0.27
3096,0.32,0.0,0.28
3097,0.32,0.0,0.29
3098,0.32,0.0,0.3
3099,0.32,0.0,0.31
3100,0.32,0.0,0.32
3101,0.32,0.0,0.33
3102,0.32,0.0,0.34
3103,0.32,0.0,0.35
3104,0.32,0.0,0.36
3105,0.32,0.0,0.37
3106,0.32,0.0,0.38
3107,0.32,0.0,0.39
3108,0.32,0.0,0.4
3109,0.32,0.0,0.41
3110,0.32,0.0,0.42
3111,0.32,0.0,0.43
3112,0.32,0.0,0.44
3113,0.32,0.0,0.45
3114,0.32,0.0,0.46
3115,0.32,0.0,0.47
3116,0.32,0.0,0.48
3117,0.32,0.0,0.49
3118,0.32,0.0,0.5
3119,0.32,0.0,0.51
3120,0.32,0.0,0.52
3121,0.32,0.0,0.53
3122,0.32,0.0,0.54
3123,0.32,0.0,0.55
3124,0.32,0.0,0.56
3125,0.32,0.0,0.57
3126,0.32,0.0,0.58
3127,0.32,0.0,0.59
3128,0.32,0.0,0.6
3129,0.32,0.0,0.61
3130,0.32,0.0,0.62
3131,0.32,0.0,0.63
3132,0.32,0.0,0.64
3133,0.32,0.0,0.65
3134,0.32,0.0,0.66
3135,0.32,0.0,0.67
3136,0.32,0.0,0.68
3137,0.32,0.0,0.69
3138,0.32,0.0,0.7
3139,0.32,0.0,0.71
3140,0.32,0.0,0.72
3141,0.32,0.0,0.73
3142,0.32,0.0,0.74
3143,0.32,0.0,0.75
3144,0.32,0.0,0.76
3145,0.32,0.0346307719276,0.77
3146,0.32,0.0,0.78
3147,0.32,0.0,0.79
3148,0.32,0.0,0.8
3149,0.32,0.0,0.81
3150,0.32,0.0,0.82
3151,0.32,0.0,0.83
3152,0.32,0.0,0.84
3153,0.32,0.0,0.85
3154,0.32,0.0,0.86
3155,0.32,0.0,0.87
3156,0.32,0.0,0.88
3157,0.32,0.0,0.89
3158,0.32,0.0,0.9
3159,0.32,0.0,0.91
3160,0.32,0.0,0.92
3161,0.32,0.0,0.93
3162,0.32,0.0,0.94
3163,0.32,0.0,0.95
3164,0.32,0.0,0.96
3165,0.32,0.0,0.97
3166,0.32,0.0,0.98
3167,0.32,0.0,0.99
3168,0.33,0.0,0.01
3169,0.33,0.0,0.02
3170,0.33,0.0,0.03
3171,0.33,0.0,0.04
3172,0.33,0.0,0.05
3173,0.33,0.0,0.06
3174,0.33,0.0,0.07
3175,0.33,0.0,0.08
3176,0.33,0.0,0.09
3177,0.33,0.0,0.1
3178,0.33,0.0,0.11
3179,0.33,0.0,0.12
3180,0.33,0.0,0.13
3181,0.33,0.0,0.14
3182,0.33,0.0,0.15
3183,0.33,0.0,0.16
3184,0.33,0.0,0.17
3185,0.33,0.0,0.18
3186,0.33,0.0,0.19
3187,0.33,0.0,0.2
3188,0.33,0.0,0.21
3189,0.33,0.0,0.22
3190,0.33,0.0,0.23
3191,0.33,0.0,0.24
3192,0.33,0.0,0.25
3193,0.33,0.0,0.26
3194,0.33,0.0,0.27
3195,0.33,0.0,0.28
3196,0.33,0.0,0.29
3197,0.33,0.0,0.3
3198,0.33,0.0,0.31
3199,0.33,0.0,0.32
3200,0.33,0.0,0.33
3201,0.33,0.0,0.34
3202,0.33,0.0,0.35
3203,0.33,0.0,0.36
3204,0.33,0.0,0.37
3205,0.33,0.0,0.38
3206,0.33,0.0,0.39
3207,0.33,0.0,0.4
3208,0.33,0.0,0.41
3209,0.33,0.0,0.42
3210,0.33,0.0,0.43
3211,0.33,0.0,0.44
3212,0.33,0.0,0.45
3213,0.33,0.0,0.46
3214,0.33,0.0,0.47
3215,0.33,0.0,0.48
3216,0.33,0.0,0.49
3217,0.33,0.0,0.5
3218,0.33,0.0,0.51
3219,0.33,0.0,0.52
3220,0.33,0.0,0.53
3221,0.33,0.0,0.54
3222,0.33,0.0,0.55
3223,0.33,0.0,0.56
3224,0.33,0.0,0.57
3225,0.33,0.0,0.58
3226,0.33,0.0,0.59
3227,0.33,0.0,0.6
3228,0.33,0.0,0.61
3229,0.33,0.0,0.62
3230,0.33,0.0,0.63
3231,0.33,0.0,0.64
3232,0.33,0.0,0.65
3233,0.33,0.0,0.66
3234,0.33,0.0,0.67
3235,0.33,0.0,0.68
3236,0.33,0.0,0.69
3237,0.33,0.0,0.7
3238,0.33,0.0,0.71
3239,0.33,0.0,0.72
3240,0.33,0.0,0.73
3241,0.33,0.0,0.74
3242,0.33,0.0,0.75
3243,0.33,0.0,0.76
3244,0.33,0.0346307719276,0.77
3245,0.33,0.0,0.78
3246,0.33,0.0,0.79
3247,0.33,0.0,0.8
3248,0.33,0.0,0.81
3249,0.33,0.0,0.82
3250,0.33,0.0,0.83
3251,0.33,0.0,0.84
3252,0.33,0.0,0.85
3253,0.33,0.0,0.86
3254,0.33,0.0,0.87
3255,0.33,0.0,0.88
3256,0.33,0.0,0.89
3257,0.33,0.0,0.9
3258,0.33,0.0,0.91
3259,0.33,0.0,0.92
3260,0.33,0.0,0.93
3261,0.33,0.0,0.94
3262,0.33,0.0,0.95
3263,0.33,0.0,0.96
3264,0.33,0.0,0.97
3265,0.33,0.0,0.98
3266,0.33,0.0,0.99
3267,0.34,0.0,0.01
3268,0.34,0.0,0.02
3269,0.34,0.0,0.03
3270,0.34,0.0,0.04
3271,0.34,0.0,0.05
3272,0.34,0.0,0.06
3273,0.34,0.0,0.07
3274,0.34,0.0,0.08
3275,0.34,0.0,0.09
3276,0.34,0.0,0.1
3277,0.34,0.0,0.11
3278,0.34,0.0,0.12
3279,0.34,0.0,0.13
3280,0.34,0.0,0.14
3281,0.34,0.0,0.15
3282,0.34,0.0,0.16
3283,0.34,0.0,0.17
3284,0.34,0.0,0.18
3285,0.34,0.0,0.19
3286,0.34,0.0,0.2
3287,0.34,0.0,0.21
3288,0.34,0.0,0.22
3289,0.34,0.0,0.23
3290,0.34,0.0,0.24
3291,0.34,0.0,0.25
3292,0.34,0.0,0.26
3293,0.34,0.0,0.27
3294,0.34,0.0,0.28
3295,0.34,0.0,0.29
3296,0.34,0.0,0.3
3297,0.34,0.0,0.31
3298,0.34,0.0,0.32
3299,0.34,0.0,0.33
3300,0.34,0.0,0.34
3301,0.34,0.0,0.35
3302,0.34,0.0,0.36
3303,0.34,0.0,0.37
3304,0.34,0.0,0.38
3305,0.34,0.0,0.39
3306,0.34,0.0,0.4
3307,0.34,0.0,0.41
3308,0.34,0.0,0.42
3309,0.34,0.0,0.43
3310,0.34,0.0,0.44
3311,0.34,0.0,0.45
3312,0.34,0.0,0.46
3313,0.34,0.0,0.47
3314,0.34,0.0,0.48
3315,0.34,0.0,0.49
3316,0.34,0.0,0.5
3317,0.34,0.0,0.51
3318,0.34,0.0,0.52
3319,0.34,0.0,0.53
3320,0.34,0.0,0.54
3321,0.34,0.0,0.55
3322,0.34,0.0,0.56
3323,0.34,0.0,0.57
3324,0.34,0.0,0.58
3325,0.34,0.0,0.59
3326,0.34,0.0,0.6
3327,0.34,0.0,0.61
3328,0.34,0.0,0.62
3329,0.34,0.0,0.63
3330,0.34,0.0,0.64
3331,0.34,0.0,0.65
3332,0.34,0.0,0.66
3333,0.34,0.0,0.67
3334,0.34,0.0,0.68
3335,0.34,0.0,0.69
3336,0.34,0.0,0.7
3337,0.34,0.0,0.71
3338,0.34,0.0,0.72
3339,0.34,0.0,0.73
3340,0.34,0.0,0.74
3341,0.34,0.0,0.75
3342,0.34,0.0,0.76
3343,0.34,0.0,0.77
3344,0.34,0.0,0.78
3345,0.34,0.0,0.79
3346,0.34,0.0,0.8
3347,0.34,0.0,0.81
3348,0.34,0.0,0.82
3349,0.34,0.0,0.83
3350,0.34,0.0,0.84
3351,0.34,0.0,0.85
3352,0.34,0.0,0.86
3353,0.34,0.0,0.87
3354,0.34,0.0,0.88
3355,0.34,0.0,0.89
3356,0.34,0.0,0.9
3357,0.34,0.0,0.91
3358,0.34,0.0,0.92
3359,0.34,0.0,0.93
3360,0.34,0.0,0.94
3361,0.34,0.0,0.95
3362,0.34,0.0,0.96
3363,0.34,0.0,0.97
3364,0.34,0.0,0.98
3365,0.34,0.0,0.99
3366,0.35,0.0,0.01
3367,0.35,0.0,0.02
3368,0.35,0.0,0.03
3369,0.35,0.0,0.04
3370,0.35,0.0,0.05
3371,0.35,0.0,0.06
3372,0.35,0.0,0.07
3373,0.35,0.0,0.08
3374,0.35,0.0,0.09
3375,0.35,0.0,0.1
3376,0.35,0.0,0.11
3377,0.35,0.0,0.12
3378,0.35,0.0,0.13
3379,0.35,0.0,0.14
3380,0.35,0.0,0.15
3381,0.35,0.0,0.16
3382,0.35,0.0,0.17
3383,0.35,0.0,0.18
3384,0.35,0.0,0.19
3385,0.35,0.0,0.2
3386,0.35,0.0,0.21
3387,0.35,0.0,0.22
3388,0.35,0.0,0.23
3389,0.35,0.0,0.24
3390,0.35,0.0,0.25
3391,0.35,0.0,0.26
3392,0.35,0.0,0.27
3393,0.35,0.0,0.28
3394,0.35,0.0,0.29
3395,0.35,0.0,0.3
3396,0.35,0.0,0.31
3397,0.35,0.035067923426,0.32
3398,0.35,0.0,0.33
3399,0.35,0.0,0.34
3400,0.35,0.0,0.35
3401,0.35,0.0,0.36
3402,0.35,0.0,0.37
3403,0.35,0.0,0.38
3404,0.35,0.0,0.39
3405,0.35,0.0,0.4
3406,0.35,0.0,0.41
3407,0.35,0.0,0.42
3408,0.35,0.0,0.43
3409,0.35,0.0,0.44
3410,0.35,0.0,0.45
3411,0.35,0.0,0.46
3412,0.35,0.0,0.47
3413,0.35,0.0,0.48
3414,0.35,0.0,0.49
3415,0.35,0.0,0.5
3416,0.35,0.0,0.51
3417,0.35,0.0,0.52
3418,0.35,0.0,0.53
3419,0.35,0.0,0.54
3420,0.35,0.0,0.55
3421,0.35,0.0,0.56
3422,0.35,0.0,0.57
3423,0.35,0.0,0.58
3424,0.35,0.0,0.59
3425,0.35,0.0,0.6
3426,0.35,0.0,0.61
3427,0.35,0.0,0.62
3428,0.35,0.0,0.63
3429,0.35,0.0,0.64
