"","Method","Sequence","MSE"
"300","Tree-UCB",20,3.54126345993886
"301","Tree-UCB",21,3.50227967343477
"302","Tree-UCB",22,3.64544027556492
"303","Tree-UCB",23,3.5225857574755
"304","Tree-UCB",24,3.78518549716236
"305","Tree-UCB",25,3.47766433723634
"306","Tree-UCB",26,3.41896684865267
"307","Tree-UCB",27,3.18378038824339
"308","Tree-UCB",28,3.27232478066241
"309","Tree-UCB",29,3.17098839019977
"310","Tree-UCB",30,3.20105771943626
"311","Tree-UCB",31,3.30260203637908
"312","Tree-UCB",32,3.22326809048687
"313","Tree-UCB",33,3.08087679487511
"314","Tree-UCB",34,3.16214542397901
"315","Tree-UCB",35,3.26601600118526
"316","Tree-UCB",36,3.30990381933782
"317","Tree-UCB",37,3.12366686149228
"318","Tree-UCB",38,3.42768418751518
"319","Tree-UCB",39,3.32085383868969
"320","Tree-UCB",40,3.5134922784653
"321","Tree-Thompson",1,3.85790032004595
"322","Tree-Thompson",2,3.7866100430987
"323","Tree-Thompson",3,4.11874294097016
"324","Tree-Thompson",4,3.67860306796593
"325","Tree-Thompson",5,3.63964354729375
"326","Tree-Thompson",6,4.02474752719169
"327","Tree-Thompson",7,3.57337006180087
"328","Tree-Thompson",8,3.48064369106068
"329","Tree-Thompson",9,3.75158246062459
"330","Tree-Thompson",10,3.70818403858794
"331","Tree-Thompson",11,4.03721633797261
"332","Tree-Thompson",12,3.51176319094627
"333","Tree-Thompson",13,3.65987030319627
"334","Tree-Thompson",14,3.77830787725905
"335","Tree-Thompson",15,3.98835502891064
"336","Tree-Thompson",16,3.55031155884186
"337","Tree-Thompson",17,4.1030109138559
"338","Tree-Thompson",18,3.89044036709047
"339","Tree-Thompson",19,3.77468648199098
"340","Tree-Thompson",20,3.60661669285114
"341","Tree-Thompson",21,3.51655716848464
"342","Tree-Thompson",22,3.70639609447064
"343","Tree-Thompson",23,3.98362239049303
"344","Tree-Thompson",24,3.6287756555718
"345","Tree-Thompson",25,3.50155151765658
"346","Tree-Thompson",26,3.61977156127734
"347","Tree-Thompson",27,3.5257068043026
"348","Tree-Thompson",28,3.48615164568132
"349","Tree-Thompson",29,3.27738293960809
"350","Tree-Thompson",30,3.25911518139487
"351","Tree-Thompson",31,2.97673980716016
"352","Tree-Thompson",32,3.29671571918587
"353","Tree-Thompson",33,3.16320492408937
"354","Tree-Thompson",34,3.00806676206902
"355","Tree-Thompson",35,3.09853307775856
"356","Tree-Thompson",36,2.87579539660353
"357","Tree-Thompson",37,3.08007699992158
"358","Tree-Thompson",38,3.09140364044992
"359","Tree-Thompson",39,2.89249906202146
"360","Tree-Thompson",40,3.01958443789602
"361","GP-UCB",1,3.75184009411246
"362","GP-UCB",2,3.2115369848647
"363","GP-UCB",3,3.13610990645883
"364","GP-UCB",4,3.02543389936441
"365","GP-UCB",5,2.84211287746245
"366","GP-UCB",6,2.80620955578465
"367","GP-UCB",7,2.61925697859107
"368","GP-UCB",8,2.59192130605665
"369","GP-UCB",9,2.4964428394044
"370","GP-UCB",10,2.50968896446139
"371","GP-UCB",11,2.5281547734888
"372","GP-UCB",12,2.4307767661928
"373","GP-UCB",13,2.41902124427428
