,alpha,mu,weight
143,0.02,1.12354036713,0.45
144,0.02,1.01133681333,0.46
145,0.02,0.878448984793,0.47
146,0.02,0.737644150979,0.48
147,0.02,0.606130396569,0.49
148,0.02,0.499433626602,0.5
149,0.02,0.42732046956,0.51
150,0.02,0.393087061633,0.52
151,0.02,0.394867951361,0.53
152,0.02,0.427165638534,0.54
153,0.02,0.481609850441,0.55
154,0.02,0.54798218442,0.56
155,0.02,0.615692070706,0.57
156,0.02,0.674881735884,0.58
157,0.02,0.716627347504,0.59
158,0.02,0.734367385212,0.6
159,0.02,0.727330472904,0.61
160,0.02,0.704686893773,0.62
161,0.02,0.687625417163,0.63
162,0.02,0.707281309219,0.64
163,0.02,0.798919472447,0.65
164,0.02,0.994863912263,0.66
165,0.02,1.31715335059,0.67
166,0.02,1.76986405629,0.68
167,0.02,2.33457181248,0.69
168,0.02,2.97269072121,0.7
169,0.02,3.63451845112,0.71
170,0.02,4.27115648807,0.72
171,0.02,4.8452757673,0.73
172,0.02,5.33616055825,0.74
173,0.02,5.73709671569,0.75
174,0.02,6.04872894807,0.76
175,0.02,6.27420267769,0.77
176,0.02,6.41954087364,0.78
177,0.02,6.49606685263,0.79
178,0.02,6.52174908945,0.8
179,0.02,6.52079072658,0.81
180,0.02,6.52129671903,0.82
181,0.02,6.55157501095,0.83
182,0.02,6.63699601486,0.84
183,0.02,6.79938410824,0.85
184,0.02,7.05760106797,0.86
185,0.02,7.4280460478,0.87
186,0.02,7.92360286922,0.88
187,0.02,8.54950736468,0.89
188,0.02,9.29859586716,0.9
189,0.02,10.1485490938,0.91
190,0.02,11.0628433527,0.92
191,0.02,11.9962429833,0.93
192,0.02,12.9027021468,0.94
193,0.02,13.7424497964,0.95
194,0.02,14.486121318,0.96
195,0.02,15.1157221856,0.97
196,0.02,15.623301115,0.98
197,0.02,16.0079625506,0.99
198,0.03,0.161011754529,0.01
199,0.03,0.720594217482,0.02
200,0.03,1.49416750709,0.03
201,0.03,2.46621320795,0.04
202,0.03,3.60234213712,0.05
203,0.03,4.84917868309,0.06
204,0.03,6.13944263473,0.07
205,0.03,7.39969108467,0.08
206,0.03,8.55475472711,0.09
207,0.03,9.52652241913,0.1
208,0.03,10.2320750088,0.11
209,0.03,10.5895109502,0.12
210,0.03,10.5363120956,0.13
211,0.03,10.0573889401,0.14
212,0.03,9.20433074472,0.15
213,0.03,8.08470185928,0.16
214,0.03,6.83102394318,0.17
215,0.03,5.57079490938,0.18
216,0.03,4.40738466426,0.19
217,0.03,3.41175859879,0.2
218,0.03,2.62165032888,0.21
219,0.03,2.04400924309,0.22
220,0.03,1.65979344883,0.23
221,0.03,1.43379609411,0.24
222,0.03,1.32565945713,0.25
223,0.03,1.29847156068,0.26
224,0.03,1.32399790683,0.27
225,0.03,1.38311855304,0.28
226,0.03,1.46439619862,0.29
227,0.03,1.56252710186,0.3
228,0.03,1.67532081042,0.31
229,0.03,1.79871487284,0.32
230,0.03,1.92338971267,0.33
231,0.03,2.03478933595,0.34
232,0.03,2.11541652906,0.35
233,0.03,2.14821793622,0.36
234,0.03,2.12184791881,0.37
235,0.03,2.03739028777,0.38
236,0.03,1.91065027204,0.39
237,0.03,1.76535342004,0.4
238,0.03,1.62251731092,0.41
239,0.03,1.49318421362,0.42
240,0.03,1.37701856549,0.43
241,0.03,1.26577180083,0.44
242,0.03,1.1488860906,0.45
243,0.03,1.0194767577,0.46
244,0.03,0.878702887083,0.47
245,0.03,0.735959418461,0.48
246,0.03,0.605488715568,0.49
247,0.03,0.501195391257,0.5
248,0.03,0.432393244438,0.51
249,0.03,0.402190467949,0.52
250,0.03,0.408150265695,0.53
251,0.03,0.443875839302,0.54
252,0.03,0.500651608557,0.55
253,0.03,0.568885717412,0.56
254,0.03,0.639013508905,0.57
255,0.03,0.701695042627,0.58
256,0.03,0.747771580808,0.59
257,0.03,0.769666778021,0.6
258,0.03,0.765473332148,0.61
259,0.03,0.744741830497,0.62
260,0.03,0.731729939325,0.63
261,0.03,0.762378034848,0.64
262,0.03,0.876865346698,0.65
263,0.03,1.11082159466,0.66
264,0.03,1.48648533599,0.67
265,0.03,2.00547925241,0.68
266,0.03,2.6456630309,0.69
267,0.03,3.36398831185,0.7
268,0.03,4.10548027002,0.71
269,0.03,4.81532267726,0.72
270,0.03,5.45085147731,0.73
271,0.03,5.98812192098,0.74
272,0.03,6.41818241866,0.75
273,0.03,6.73971185549,0.76
274,0.03,6.95464885922,0.77
275,0.03,7.06844060804,0.78
276,0.03,7.09289263663,0.79
277,0.03,7.04829368241,0.8
278,0.03,6.96287342498,0.81
279,0.03,6.87008868595,0.82
280,0.03,6.80506868647,0.83
281,0.03,6.80166576397,0.84
282,0.03,6.89112558774,0.85
283,0.03,7.10177452654,0.86
284,0.03,7.45854268277,0.87
285,0.03,7.98089864206,0.88
286,0.03,8.67828588669,0.89
287,0.03,9.54454323459,0.9
288,0.03,10.5540709694,0.91
289,0.03,11.6624025268,0.92
290,0.03,12.8125144001,0.93
291,0.03,13.9450058157,0.94
292,0.03,15.0075375146,0.95
293,0.03,15.9599023558,0.96
294,0.03,16.774979777,0.97
295,0.03,17.437442385,0.98
296,0.03,17.941097341,0.99
297,0.04,-0.467343078782,0.01
298,0.04,0.135002178222,0.02
299,0.04,1.03081626935,0.03
300,0.04,2.20907277303,0.04
301,0.04,3.63188673351,0.05
302,0.04,5.23146315719,0.06
303,0.04,6.91589408392,0.07
304,0.04,8.58379729947,0.08
305,0.04,10.1337386716,0.09
306,0.04,11.4609753045,0.1
307,0.04,12.4521614781,0.11
308,0.04,12.9927463521,0.12
309,0.04,12.9934547708,0.13
310,0.04,12.4337359704,0.14
311,0.04,11.3904237822,0.15
312,0.04,10.0118417981,0.16
313,0.04,8.47133042702,0.17
314,0.04,6.93087123613,0.18
315,0.04,5.5183044566,0.19
316,0.04,4.31717968038,0.2
317,0.04,3.36648259546,0.21
318,0.04,2.66590052662,0.22
319,0.04,2.18514678446,0.23
320,0.04,1.87935601901,0.24
321,0.04,1.70326693566,0.25
322,0.04,1.61960351108,0.26
323,0.04,1.60200021993,0.27
324,0.04,1.63387425643,0.28
325,0.04,1.70520642768,0.29
326,0.04,1.80879155314,0.3
327,0.04,1.93671115984,0.31
328,0.04,2.0772967113,0.32
329,0.04,2.2139195196,0.33
330,0.04,2.32674215244,0.34
331,0.04,2.39649829768,0.35
332,0.04,2.40806849098,0.36
333,0.04,2.35371515994,0.37
334,0.04,2.2377149095,0.38
335,0.04,2.07810652769,0.39
336,0.04,1.89929067036,0.4
337,0.04,1.72212095005,0.41
338,0.04,1.55811180111,0.42
339,0.04,1.40885478619,0.43
340,0.04,1.26944242291,0.44
341,0.04,1.13325885874,0.45
342,0.04,0.995806325613,0.46
343,0.04,0.857084872498,0.47
344,0.04,0.722722333742,0.48
345,0.04,0.603098739249,0.49
346,0.04,0.509536781036,0.5
347,0.04,0.450058860402,0.51
348,0.04,0.426859125645,0.52
349,0.04,0.436460929434,0.53
350,0.04,0.47170138025,0.54
351,0.04,0.524192320896,0.55
352,0.04,0.58597501776,0.56
353,0.04,0.649680522227,0.57
354,0.04,0.707834448612,0.58
355,0.04,0.752283492504,0.59
356,0.04,0.775319832641,0.6
357,0.04,0.774088995637,0.61
358,0.04,0.758003826024,0.62
359,0.04,0.753604955618,0.63
360,0.04,0.800221686572,0.64
361,0.04,0.941123933777,0.65
362,0.04,1.2136990612,0.66
363,0.04,1.63944343394,0.67
364,0.04,2.21725687733,0.68
365,0.04,2.92194308789,0.69
366,0.04,3.70740939154,0.7
367,0.04,4.51557973014,0.71
368,0.04,5.28797979401,0.72
369,0.04,5.97787656611,0.73
370,0.04,6.55800187152,0.74
371,0.04,7.01618945683,0.75
372,0.04,7.34812803296,0.76
373,0.04,7.55349660535,0.77
374,0.04,7.63621733328,0.78
375,0.04,7.60777897805,0.79
376,0.04,7.49023159699,0.8
377,0.04,7.31542932007,0.81
378,0.04,7.1220834543,0.82
379,0.04,6.95244764857,0.83
380,0.04,6.84937714075,0.84
381,0.04,6.8542926872,0.85
382,0.04,7.00583315772,0.86
383,0.04,7.33843150275,0.87
384,0.04,7.87963090614,0.88
385,0.04,8.64503611627,0.89
386,0.04,9.63158544801,0.9
387,0.04,10.8119737759,0.91
388,0.04,12.1339757909,0.92
389,0.04,13.5273019229,0.93
390,0.04,14.9167864982,0.94
391,0.04,16.2351492078,0.95
392,0.04,17.4289744283,0.96
393,0.04,18.4595840998,0.97
394,0.04,19.3022241147,0.98
395,0.04,19.9442194302,0.99
396,0.05,-0.798779124023,0.01
397,0.05,-0.191411573954,0.02
398,0.05,0.784234270204,0.03
399,0.05,2.12351299795,0.04
400,0.05,3.78518963459,0.05
401,0.05,5.68591205122,0.06
402,0.05,7.70698309849,0.07
403,0.05,9.71789609684,0.08
404,0.05,11.5928860089,0.09
405,0.05,13.2038554628,0.1
406,0.05,14.4105748648,0.11
407,0.05,15.0720727698,0.12
408,0.05,15.0814405806,0.13
409,0.05,14.4184614772,0.14
410,0.05,13.1847768988,0.15
411,0.05,11.5650824688,0.16
412,0.05,9.76995301756,0.17
413,0.05,7.99318357449,0.18
414,0.05,6.3839704801,0.19
415,0.05,5.0339291905,0.2
416,0.05,3.97743218579,0.21
417,0.05,3.20119062856,0.22
418,0.05,2.66011435321,0.23
419,0.05,2.29785332729,0.24
420,0.05,2.06442627224,0.25
421,0.05,1.92410000602,0.26
422,0.05,1.85488541234,0.27
423,0.05,1.84554766805,0.28
424,0.05,1.89001432244,0.29
425,0.05,1.98106990323,0.3
426,0.05,2.10670447135,0.31
427,0.05,2.2488452594,0.32
428,0.05,2.38412103873,0.33
429,0.05,2.48762301377,0.34
430,0.05,2.53898488493,0.35
431,0.05,2.52635522537,0.36
432,0.05,2.44647926685,0.37
433,0.05,2.30659553618,0.38
434,0.05,2.1259863593,0.39
435,0.05,1.92816513564,0.4
436,0.05,1.73229349394,0.41
437,0.05,1.54916543383,0.42
438,0.05,1.38144425129,0.43
439,0.05,1.22707730143,0.44
440,0.05,1.08328018565,0.45
441,0.05,0.94811702187,0.46
442,0.05,0.820976904532,0.47
443,0.05,0.704264315122,0.48
444,0.05,0.604294574884,0.49
445,0.05,0.529132185359,0.5
446,0.05,0.484595471522,0.51
447,0.05,0.47103312824,0.52
448,0.05,0.483304484095,0.53
449,0.05,0.513555803263,0.54
450,0.05,0.55442565206,0.55
451,0.05,0.600602585259,0.56
452,0.05,0.64806889127,0.57
453,0.05,0.692539352704,0.58
454,0.05,0.728256379104,0.59
455,0.05,0.748717380343,0.6
456,0.05,0.751243364877,0.61
457,0.05,0.745094627789,0.62
458,0.05,0.757384237057,0.63
459,0.05,0.827897228796,0.64
460,0.05,1.00003103901,0.65
461,0.05,1.31085613387,0.66
462,0.05,1.78043324179,0.67
463,0.05,2.40522567336,0.68
464,0.05,3.15803437408,0.69
465,0.05,3.99172432527,0.7
466,0.05,4.84764599037,0.71
467,0.05,5.66643450159,0.72
468,0.05,6.3994664631,0.73
469,0.05,7.01571350148,0.74
470,0.05,7.49874235063,0.75
471,0.05,7.84042488169,0.76
472,0.05,8.03736042781,0.77
473,0.05,8.09116152676,0.78
474,0.05,8.01212198359,0.79
475,0.05,7.82305789677,0.8
476,0.05,7.55862428493,0.81
477,0.05,7.26253996333,0.82
478,0.05,6.98438383104,0.83
479,0.05,6.77627285635,0.84
480,0.05,6.68994150603,0.85
481,0.05,6.77437102654,0.86
482,0.05,7.07373249316,0.87
483,0.05,7.62473291594,0.88
484,0.05,8.45132155233,0.89
485,0.05,9.55642628472,0.9
486,0.05,10.9136718808,0.91
487,0.05,12.4643155969,0.92
488,0.05,14.1239366768,0.93
489,0.05,15.7991096018,0.94
490,0.05,17.404861247,0.95
491,0.05,18.8715047306,0.96
492,0.05,20.1458923376,0.97
493,0.05,21.191878289,0.98
494,0.05,21.9895360295,0.99
495,0.06,-0.635013085,0.01
496,0.06,-0.0570510619284,0.02
497,0.06,0.951667528421,0.03
498,0.06,2.39340950368,0.04
499,0.06,4.2249627346,0.05
500,0.06,6.34918644467,0.06
501,0.06,8.62158781984,0.07
502,0.06,10.8824397567,0.08
503,0.06,12.984136987,0.09
504,0.06,14.7779983002,0.1
505,0.06,16.0999755199,0.11
506,0.06,16.7907295725,0.12
507,0.06,16.740782024,0.13
508,0.06,15.9433173474,0.14
509,0.06,14.519804171,0.15
510,0.06,12.6824634564,0.16
511,0.06,10.6734175288,0.17
512,0.06,8.71442445542,0.18
513,0.06,6.97212121795,0.19
514,0.06,5.54096866356,0.2
515,0.06,4.44439194249,0.21
516,0.06,3.65006929276,0.22
517,0.06,3.0934569164,0.23
518,0.06,2.70402809263,0.24
519,0.06,2.42660416101,0.25
520,0.06,2.22875750183,0.26
521,0.06,2.09617826796,0.27
522,0.06,2.0266928781,0.28
523,0.06,2.02128088938,0.29
524,0.06,2.07505658956,0.3
525,0.06,2.17421538269,0.31
526,0.06,2.29651190583,0.32
527,0.06,2.41351346933,0.33
528,0.06,2.49596451745,0.34
529,0.06,2.5226063979,0.35
530,0.06,2.48548568189,0.36
531,0.06,2.38611055043,0.37
532,0.06,2.23445064115,0.38
533,0.06,2.04897218636,0.39
534,0.06,1.85018969579,0.4
535,0.06,1.65418842255,0.41
536,0.06,1.47017303655,0.42
537,0.06,1.30122299251,0.43
538,0.06,1.14737906209,0.44
539,0.06,1.00884836784,0.45
540,0.06,0.885950776972,0.46
541,0.06,0.778124991692,0.47
542,0.06,0.685579022855,0.48
543,0.06,0.611170813944,0.49
544,0.06,0.559583557093,0.5
545,0.06,0.533668244712,0.51
546,0.06,0.531212458798,0.52
547,0.06,0.545081762738,0.53
548,0.06,0.566615789475,0.54
549,0.06,0.589724118034,0.55
550,0.06,0.612534981972,0.56
551,0.06,0.635480869905,0.57
552,0.06,0.658554598569,0.58
553,0.06,0.679495595603,0.59
554,0.06,0.694327758058,0.6
555,0.06,0.702186142752,0.61
556,0.06,0.712927446321,0.62
557,0.06,0.751647149004,0.63
558,0.06,0.85498965405,0.64
559,0.06,1.06315072474,0.65
560,0.06,1.41045182499,0.66
561,0.06,1.91510487037,0.67
562,0.06,2.57241651966,0.68
563,0.06,3.35454824907,0.69
564,0.06,4.21554008088,0.7
565,0.06,5.09822435078,0.71
566,0.06,5.94439041356,0.72
567,0.06,6.70516257347,0.73
568,0.06,7.34652367305,0.74
569,0.06,7.84768749002,0.75
570,0.06,8.19626910875,0.76
571,0.06,8.38514236066,0.77
572,0.06,8.41294267879,0.78
573,0.06,8.28793754734,0.79
574,0.06,8.03214366271,0.8
575,0.06,7.68184452109,0.81
576,0.06,7.28547326163,0.82
577,0.06,6.90018853042,0.83
578,0.06,6.58759339307,0.84
579,0.06,6.4094815526,0.85
580,0.06,6.42443312339,0.86
581,0.06,6.68563235758,0.87
582,0.06,7.23912940717,0.88
583,0.06,8.11898747344,0.89
584,0.06,9.33735268559,0.9
585,0.06,10.8722343233,0.91
586,0.06,12.6606475482,0.92
587,0.06,14.6044977447,0.93
588,0.06,16.5902845816,0.94
589,0.06,18.5117277883,0.95
590,0.06,20.2786927528,0.96
591,0.06,21.82046956,0.97
592,0.06,23.0880043447,0.98
593,0.06,24.0539462059,0.99
594,0.07,0.231069351773,0.01
595,0.07,0.754768375042,0.02
596,0.07,1.75170606533,0.03
597,0.07,3.2298536605,0.04
598,0.07,5.14646991738,0.05
599,0.07,7.39690407053,0.06
600,0.07,9.81743012355,0.07
601,0.07,12.2218797963,0.08
602,0.07,14.4404093667,0.09
603,0.07,16.3032243601,0.1
604,0.07,17.6252259032,0.11
605,0.07,18.2385379073,0.12
606,0.07,18.045264077,0.13
607,0.07,17.0615916375,0.14
608,0.07,15.4298825898,0.15
609,0.07,13.3843235802,0.16
610,0.07,11.192327159,0.17
611,0.07,9.09854421411,0.18
612,0.07,7.28230435494,0.19
613,0.07,5.83529469444,0.2
614,0.07,4.76367252777,0.21
615,0.07,4.00966016109,0.22
616,0.07,3.48358685495,0.23
617,0.07,3.09743431556,0.24
618,0.07,2.79022290422,0.25
619,0.07,2.53438289791,0.26
620,0.07,2.32709275714,0.27
621,0.07,2.17862880277,0.28
622,0.07,2.09954906577,0.29
623,0.07,2.08977618299,0.3
624,0.07,2.1365244252,0.31
625,0.07,2.21618007597,0.32
626,0.07,2.29784192156,0.33
627,0.07,2.34988668115,0.34
628,0.07,2.35048257815,0.35
629,0.07,2.29444279937,0.36
630,0.07,2.18630707223,0.37
631,0.07,2.03734272017,0.38
632,0.07,1.86385109656,0.39
633,0.07,1.68186197345,0.4
634,0.07,1.50342255293,0.41
635,0.07,1.33564668024,0.42
636,0.07,1.18165978264,0.43
637,0.07,1.04294148493,0.44
638,0.07,0.921282728095,0.45
639,0.07,0.818280167072,0.46
640,0.07,0.73406847969,0.47
641,0.07,0.668029678707,0.48
642,0.07,0.620748279425,0.49
643,0.07,0.593965680789,0.5
644,0.07,0.587402451936,0.51
645,0.07,0.596052408036,0.52
646,0.07,0.610645721668,0.53
647,0.07,0.621464896205,0.54
648,0.07,0.623502699326,0.55
649,0.07,0.618735172103,0.56
650,0.07,0.612973194673,0.57
651,0.07,0.611195438173,0.58
652,0.07,0.615277576656,0.59
653,0.07,0.62482164356,0.6
654,0.07,0.641647772365,0.61
655,0.07,0.675879992246,0.62
656,0.07,0.749099592665,0.63
657,0.07,0.892123718798,0.64
658,0.07,1.13905962245,0.65
659,0.07,1.51939479621,0.66
660,0.07,2.04906016495,0.67
661,0.07,2.7238248074,0.68
662,0.07,3.51767037378,0.69
663,0.07,4.38649386518,0.7
664,0.07,5.27540677955,0.71
665,0.07,6.12870348797,0.72
666,0.07,6.89880841385,0.73
667,0.07,7.55051626316,0.74
668,0.07,8.05987651283,0.75
669,0.07,8.41051240471,0.76
670,0.07,8.59113507771,0.77
671,0.07,8.59645137888,0.78
672,0.07,8.43130880728,0.79
673,0.07,8.11541962489,0.8
674,0.07,7.68560108575,0.81
675,0.07,7.19479467725,0.82
676,0.07,6.70824668245,0.83
677,0.07,6.29757310656,0.84
678,0.07,6.03436701074,0.85
679,0.07,5.9854512738,0.86
680,0.07,6.21118434113,0.87
681,0.07,6.76565837172,0.88
682,0.07,7.69369263712,0.89
683,0.07,9.01974446815,0.9
684,0.07,10.7302061314,0.91
685,0.07,12.7606214965,0.92
686,0.07,15.0005389315,0.93
687,0.07,17.3157074315,0.94
688,0.07,19.573962452,0.95
689,0.07,21.6602409336,0.96
690,0.07,23.4838288957,0.97
691,0.07,24.9821245349,0.98
692,0.07,26.1209359985,0.99
693,0.08,1.98928695125,0.01
694,0.08,2.44814557847,0.02
695,0.08,3.39730330598,0.03
696,0.08,4.84836984193,0.04
697,0.08,6.76144644529,0.05
698,0.08,9.03252057639,0.06
699,0.08,11.4905071984,0.07
700,0.08,13.930499665,0.08
701,0.08,16.1539434955,0.09
702,0.08,17.9655485932,0.1
703,0.08,19.1641556254,0.11
704,0.08,19.5846805359,0.12
705,0.08,19.1510171902,0.13
706,0.08,17.9087404953,0.14
707,0.08,16.0258029748,0.15
708,0.08,13.7579836698,0.16
709,0.08,11.3931523974,0.17
710,0.08,9.19309482085,0.18
711,0.08,7.34452718699,0.19
712,0.08,5.93093936095,0.2
713,0.08,4.93582957786,0.21
714,0.08,4.26996659967,0.22
715,0.08,3.81252243917,0.23
716,0.08,3.45485397836,0.24
717,0.08,3.13047162467,0.25
718,0.08,2.81897842203,0.26
719,0.08,2.53143961341,0.27
720,0.08,2.29204282311,0.28
721,0.08,2.12185077907,0.29
722,0.08,2.02795208307,0.3
723,0.08,2.00144796995,0.31
724,0.08,2.02018284701,0.32
725,0.08,2.05364894,0.33
726,0.08,2.0707765824,0.34
727,0.08,2.05031029996,0.35
728,0.08,1.98640258525,0.36
729,0.08,1.88349544108,0.37
730,0.08,1.75197855616,0.38
731,0.08,1.6049942239,0.39
732,0.08,1.45381071775,0.4
733,0.08,1.30644731038,0.41
734,0.08,1.16785801354,0.42
735,0.08,1.04089013488,0.43
736,0.08,0.927676099347,0.44
737,0.08,0.830449776079,0.45
738,0.08,0.751233520597,0.46
739,0.08,0.69095693611,0.47
740,0.08,0.649462739597,0.48
741,0.08,0.62651878565,0.49
742,0.08,0.621650692189,0.5
743,0.08,0.631840567607,0.51
744,0.08,0.649603762459,0.52
745,0.08,0.663770959231,0.53
746,0.08,0.663534363184,0.54
747,0.08,0.644703009873,0.55
748,0.08,0.613145018924,0.56
749,0.08,0.580124226493,0.57
750,0.08,0.555714864111,0.58
751,0.08,0.546238229158,0.59
752,0.08,0.555128711185,0.6
753,0.08,0.586627263972,0.61
754,0.08,0.650328656834,0.62
755,0.08,0.763535339617,0.63
756,0.08,0.950078094761,0.64
757,0.08,1.23647572362,0.65
758,0.08,1.64602000006,0.66
759,0.08,2.19180840716,0.67
760,0.08,2.87085280333,0.68
761,0.08,3.66033797015,0.69
762,0.08,4.51852739638,0.7
763,0.08,5.39332058605,0.71
764,0.08,6.23272526271,0.72
765,0.08,6.99223267919,0.73
766,0.08,7.63761066928,0.74
767,0.08,8.14354444111,0.75
768,0.08,8.49048039506,0.76
769,0.08,8.66268192983,0.77
770,0.08,8.64965809028,0.78
771,0.08,8.45106985253,0.79
772,0.08,8.08282908315,0.8
773,0.08,7.5813929331,0.81
774,0.08,7.00425156824,0.82
775,0.08,6.42571580748,0.83
776,0.08,5.92860877452,0.84
777,0.08,5.5946195523,0.85
778,0.08,5.49739295782,0.86
779,0.08,5.70141396557,0.87
780,0.08,6.26556869837,0.88
781,0.08,7.2442411945,0.89
782,0.08,8.67651982908,0.9
783,0.08,10.5614993269,0.91
784,0.08,12.836191684,0.92
785,0.08,15.3785072647,0.93
786,0.08,18.0317406564,0.94
787,0.08,20.6347295059,0.95
788,0.08,23.0447152078,0.96
789,0.08,25.1499915427,0.97
790,0.08,26.8749775208,0.98
791,0.08,28.1800211148,0.99
792,0.09,4.77623085432,0.01
793,0.09,5.17448917289,0.02
794,0.09,6.05286968944,0.03
795,0.09,7.42539307284,0.04
796,0.09,9.25688404642,0.05
797,0.09,11.4500887993,0.06
798,0.09,13.8377831883,0.07
799,0.09,16.2018667299,0.08
800,0.09,18.312809911,0.09
801,0.09,19.946322875,0.1
802,0.09,20.89316381,0.11
803,0.09,21.0012584542,0.12
804,0.09,20.2231411456,0.13
805,0.09,18.6385833229,0.14
806,0.09,16.4454917714,0.15
807,0.09,13.9225564702,0.16
808,0.09,11.3747349394,0.17
809,0.09,9.07474583667,0.18
810,0.09,7.21075676885,0.19
811,0.09,5.85401132101,0.2
812,0.09,4.96258408366,0.21
813,0.09,4.41217333678,0.22
814,0.09,4.04647355058,0.23
815,0.09,3.7337436415,0.24
816,0.09,3.40318929801,0.25
817,0.09,3.04360568452,0.26
818,0.09,2.68005007565,0.27
819,0.09,2.34978060381,0.28
820,0.09,2.08407967317,0.29
821,0.09,1.89809885596,0.3
822,0.09,1.78892213552,0.31
