"","Method","Sequence","MSE"
"370","GP-ALM",10,4.86979168911708
"371","GP-ALM",11,4.33335915025926
"372","GP-ALM",12,3.85236934466325
"373","GP-ALM",13,3.442492234609
"374","GP-ALM",14,3.06748239850712
"375","GP-ALM",15,2.79838089180054
"376","GP-ALM",16,2.60341101183206
"377","GP-ALM",17,2.41964258369603
"378","GP-ALM",18,2.24116971031454
"379","GP-ALM",19,2.02940872326835
"380","GP-ALM",20,1.86078477952644
"381","GP-ALM",21,1.72605630628245
"382","GP-ALM",22,1.5961249213489
"383","GP-ALM",23,1.49024063052299
"384","GP-ALM",24,1.38202756146482
"385","GP-ALM",25,1.30638247658462
"386","GP-ALM",26,1.22142469943591
"387","GP-ALM",27,1.16368403648862
"388","GP-ALM",28,1.09351123057625
"389","GP-ALM",29,1.03842525652435
"390","GP-ALM",30,0.973348856822416
"391","GP-ALM",31,0.92896060240126
"392","GP-ALM",32,0.887372419244818
"393","GP-ALM",33,0.834897605021195
"394","GP-ALM",34,0.807780579037607
"395","GP-ALM",35,0.771147757555329
"396","GP-ALM",36,0.737620558805794
"397","GP-ALM",37,0.714529840526014
"398","GP-ALM",38,0.68233762240817
"399","GP-ALM",39,0.660102125756316
"400","GP-ALM",40,0.623575281205209
"401","GP-ALC",1,51.566866533346
"402","GP-ALC",2,78.048882570589
"403","GP-ALC",3,21.7472668722508
"404","GP-ALC",4,16.9270263712335
"405","GP-ALC",5,14.3475934320668
"406","GP-ALC",6,12.7435947176685
"407","GP-ALC",7,11.6784578000617
"408","GP-ALC",8,10.9398788245089
"409","GP-ALC",9,10.4649227605867
"410","GP-ALC",10,10.6337568480362
"411","GP-ALC",11,10.708382153594
"412","GP-ALC",12,9.78879954207775
"413","GP-ALC",13,10.0985748912547
"414","GP-ALC",14,9.33207033166599
"415","GP-ALC",15,8.98611493959572
"416","GP-ALC",16,8.62817844999514
"417","GP-ALC",17,8.50280397868907
"418","GP-ALC",18,8.17732239140117
"419","GP-ALC",19,8.0570725382275
"420","GP-ALC",20,7.73880110885671
"421","GP-ALC",21,7.19351413462289
"422","GP-ALC",22,6.96649117666982
"423","GP-ALC",23,6.79900021571327
"424","GP-ALC",24,6.70120202226757
"425","GP-ALC",25,6.28727834524773
"426","GP-ALC",26,5.60258539891773
"427","GP-ALC",27,5.99304037695941
"428","GP-ALC",28,5.3848041793344
"429","GP-ALC",29,4.98791226474514
"430","GP-ALC",30,4.60466402510432
"431","GP-ALC",31,4.41146207514781
"432","GP-ALC",32,4.20860178392519
"433","GP-ALC",33,4.06380038555972
"434","GP-ALC",34,3.89745890908969
"435","GP-ALC",35,3.56044975258457
"436","GP-ALC",36,3.22264990512088
"437","GP-ALC",37,3.30481327869715
"438","GP-ALC",38,3.10896600587503
"439","GP-ALC",39,3.28371703577478
"440","GP-ALC",40,2.91592288990574
